,0,1
2963,vekslepengar,vekslepenger
2964,velgjørar,velgjører
2965,venetianar,venetianer
2966,venezuelanar,venezuelaner
2967,versekunstnar,versekunstner
2968,veskenappar,veskenapper
2969,vestgotar,vestgoter
2970,vestindiar,vestindier
2971,vestsamoanar,vestsamoaner
2972,vietnamesar,vietnameser
2973,viktigmakar,viktigmaker
2974,viktorianar,viktorianer
2975,voldsforbrytar,voldsforbryter
2976,valdtektsforbrytar,voldtektsforbryter
2977,voldtektsforbrytar,voldtektsforbryter
2978,vrakrøvar,vrakrøver
2979,våpendragar,våpendrager
2980,våpensmuglar,våpensmugler
2981,våtsommar,våtsommer
2982,wagnerianar,wagnerianer
2983,walisar,waliser
2984,welfar,welfer
2985,weltervektar,weltervekter
2986,wesleyanar,wesleyaner
2987,wienar,wiener
2988,yrkesrettleiar,yrkesrettleier
2989,zairar,zairer
2990,zambiar,zambier
2991,zeppelinar,zeppeliner
2992,zimbabwar,zimbabwer
2993,zwinglianar,zwinglianer
2994,æresborgar,æresborger
2995,ættegranskar,ættegransker
2996,ølbryggar,ølbrygger
2997,øldrikkar,øldrikker
2998,ølkjørar,ølkjører
2999,ålesundar,ålesunder
3000,åndemanar,åndemaner
3001,klassikar,klassiker
3002,afatikar,afatiker
3003,agnostikar,agnostiker
3004,akademikar,akademiker
3005,akustikar,akustiker
3006,alkoholikar,alkoholiker
3007,allergikar,allergiker
3008,allmennpraktikar,allmennpraktiker
3009,analytikar,analytiker
3010,sjefanalytikar,sjefanalytiker
3011,anorektikar,anorektiker
3012,apoplektikar,apoplektiker
3013,aritmetikar,aritmetiker
3014,astenikar,asteniker
3015,astigmatikar,astigmatiker
3016,astmatikar,astmatiker
3017,astrofysikar,astrofysiker
3018,aviatikar,aviatiker
3019,bilmekanikar,bilmekaniker
3020,biokjemikar,biokjemiker
3021,bulimikar,bulimiker
3022,cerebralparetikar,cerebralparetiker
3023,diabetikar,diabetiker
3024,diagnostikar,diagnostiker
3025,dialektikar,dialektiker
3026,dietetikar,dietetiker
3027,dogmatikar,dogmatiker
3028,dominikar,dominiker
3029,dramatikar,dramatiker
3030,dyslektikar,dyslektiker
3031,eklektikar,eklektiker
3032,ekstatikar,ekstatiker
3033,elegikar,elegiker
3034,elektrikar,elektriker
3035,empirikar,empiriker
3036,epigrafikar,epigrafiker
3037,epikar,epiker
3038,epileptikar,epileptiker
3039,erotikar,erotiker
3040,estetikar,estetiker
3041,etikar,etiker
3042,fanatikar,fanatiker
3043,filharmonikar,filharmoniker
3044,finmekanikar,finmekaniker
3045,flegmatikar,flegmatiker
3046,flymekanikar,flymekaniker
3047,fonetikar,fonetiker
3048,frikar,friker
3049,fysiokjemikar,fysiokjemiker
3050,fønikar,føniker
3051,genetikar,genetiker
3052,giktikar,giktiker
3053,gnostikar,gnostiker
3054,grafikar,grafiker
3055,grammatikar,grammatiker
3056,heraldikar,heraldiker
3057,heretikar,heretiker
3058,humanetikar,humanetiker
3059,hygienikar,hygieniker
3060,hysterikar,hysteriker
3061,idyllikar,idylliker
3062,ironikar,ironiker
3063,italikar,italiker
3064,karismatikar,karismatiker
3065,keramikar,keramiker
3066,kiropraktikar,kiropraktiker
3067,klinikar,kliniker
3068,kolerikar,koleriker
3069,komikar,komiker
3070,kosmetikar,kosmetiker
3071,kronikar,kroniker
3072,kybernetikar,kybernetiker
3073,kynikar,kyniker
3074,laboratorieteknikar,laboratorietekniker
3075,landssvikar,landssviker
3076,logikar,logiker
3077,lydteknikar,lydtekniker
3078,magikar,magiker
3079,matematikar,matematiker
3080,melankolikar,melankoliker
3081,merlespikar,merlespiker
3082,merlspikar,merlspiker
3083,metafysikar,metafysiker
3084,metodikar,metodiker
3085,mimikar,mimiker
3086,mosambikar,mosambiker
3087,mystikar,mystiker
3088,narkotikar,narkotiker
3089,nellikspikar,nellikspiker
3090,neurastenikar,neurasteniker
3091,neurotikar,neurotiker
3092,nevrastenikar,nevrasteniker
3093,nevrotikar,nevrotiker
3094,nostalgikar,nostalgiker
3095,numismatikar,numismatiker
3096,optikar,optiker
3097,organikar,organiker
3098,pantomimikar,pantomimiker
3099,paranoikar,paranoiker
3100,parlamentarikar,parlamentariker
3101,platonikar,platoniker
3102,polemikar,polemiker
3103,popmusikar,popmusiker
3104,posekikar,posekiker
3105,pragmatikar,pragmatiker
3106,praktikar,praktiker
3107,prosaikar,prosaiker
3108,psoriatikar,psoriatiker
3109,psykoanalytikar,psykoanalytiker
3110,ptolemeikar,ptolemeiker
3111,pyknikar,pykniker
3112,retorikar,retoriker
3113,reumatikar,reumatiker
3114,revmatikar,revmatiker
3115,romantikar,romantiker
3116,sangvinikar,sangviniker
3117,satirikar,satiriker
3118,semantikar,semantiker
3119,skeptikar,skeptiker
3120,skismatikar,skismatiker
3121,skolastikar,skolastiker
3122,spastikar,spastiker
3123,statikar,statiker
3124,statistikar,statistiker
3125,stjernekikar,stjernekiker
3126,stoikar,stoiker
3127,syfilitikar,syfilitiker
3128,symfonikar,symfoniker
3129,synoptikar,synoptiker
3130,systematikar,systematiker
3131,taksonomikar,taksonomiker
3132,taktikar,taktiker
3133,teoretikar,teoretiker
3134,tragikar,tragiker
3135,wienerklassikar,wienerklassiker
3136,designar,designer
3137,databasedesignar,databasedesigner
3138,formidlar,formidler
3139,arbeidsformidlar,arbeidsformidler
3140,røktar,røkter
3141,dyrealar,dyrealer
3142,etterkommar,etterkommer
3143,afrikanar,afrikaner
3144,europear,europeer
3145,eritrear,eritreer
3146,teneste,tjeneste
3147,forretningsteneste,forretningstjeneste
3148,blå,blåne
3149,bin,vidunder
3150,vedunder,vidunder
3151,oppløysing,oppløsning
3152,material,materiale
3153,beste,bestefar
3154,beste,bestemor
3155,fjør,fjær
3156,løysing,løsning
3157,utviding,utvidelse
3158,krenking,krenkelse
3159,verd,verden
3160,menneskje,menneskehet
3161,tilsidesetting,tilsidesettelse
3162,målsetting,målsetning
3163,berekraft,bærekraft
3164,kross,kors
3165,spelar,spiller
3166,lagspelar,lagspiller
3167,kantutjamning,kantutjevning
3168,utjamning,utjevning
3169,jamning,jevning
3170,vedlikehald,vedlikehold
3171,samhald,samhold
3172,søndagsskule,søndagsskole
3173,forkorting,forkortelse
3174,forlenging,forlengelse
3175,framvisar,fremviser
3176,vegvisar,veiviser
3177,regnver,regnvær
3178,regnvêr,regnvær
3179,ver,vær
3180,vêr,vær
3181,austavêr,østavær
3182,ver,vær
3183,vêr,vær
3184,likning,ligning
3185,likning,ligning
3186,mod,mot
3187,tilknyting,tilknytning
3188,breiddegrad,breddegrad
3189,breiddegrad,breddegrad
3190,breiddegrad,breddegrad
3191,bitar,biter
3192,staving,stavelse
3193,innleiing,innledning
3194,samtale,anrop
3195,oppringing,anrop
3196,koppane,kopper
3197,koppar,kopper
3198,kopar,kopper
3199,kopar,kopper
3200,kopar,kobber
3201,koparkis,kopperkis
3202,koparkis,kobberkis
3203,koparkis,kopparkis
3204,koparkjel,kopperkjel
3205,koparkjel,kobberkjel
3206,koparkjel,kopparkjel
3207,koparkjele,kopperkjele
3208,koparkjele,kobberkjele
3209,koparkjele,kopparkjele
3210,koparnagle,koppernagle
3211,koparnagle,kobbarnagle
3212,koparnagle,kopparnagle
3213,koparstikk,kopperstikk
3214,koparstikk,kobberstikk
3215,koparstikk,kopparstikk
3216,kopartråd,koppertråd
3217,kopartråd,kobbertråd
3218,kopartråd,koppartråd
3219,bildekunst,billedkunst
3220,kunstnar,kunstner
3221,underhaldning,underholdning
3222,ven,venn
3223,solskin,solskinn
3224,skodespelar,skuespiller
3225,eintal,entall
3226,hovudinndeling,hovedinndeling
3227,segn,sagn
3228,samlar,samler
3229,song,sang
3230,songar,sanger
3231,siger,seier
3232,lagsiger,lagseier
3233,seljar,selger
3234,bestseljar,bestselger
3235,sjølv,selv
3236,sjølvmord,selvmord
3237,sjølvstende,selvstendighet
3238,sjølvstyre,selvstyre
3239,sendar,sender
3240,skal,skall
3241,skapar,skaper
3242,skildrar,skildrer
3243,pårørande,pårørende
3244,øvstkommanderande,øverstkommanderende
3245,øvstkommanderande,øverstkommenderende
3246,øverstkommanderande,øverstkommanderende
3247,øvstkommanderande,øverstkommanderende
3248,øvstkommanderande,øverstkommenderende
3249,øverstkommanderande,øverstkommanderende
3250,reisande,reisende
3251,tilreisande,tilreisende
3252,handelsreisande,handelsreisende
3253,oppdagingsreisande,oppdagelsesreisende
3254,sikta,siktede
3255,innklaga,innklagede
3256,underteikna,undertegnede
3257,funksjonshemma,funksjonshemmede
3258,høyrslehemma,hørselshemmede
3259,utviklingshemma,utviklingshemmede
3260,nyutdanna,nyutdannede
3261,mislykka,mislykkede
3262,likesinna,likesinnede
3263,sikra,sikrede
3264,forulykka,forulykkede
3265,synshemma,synshemmede
3266,sakna,savnede
3267,overordna,overordnede
3268,avbilda,avbildede
3269,krenka,krenkede
3270,høgskuleutdanna,høyskoleutdannede
3271,farga,fargede
3272,velutdanna,velutdannede
3273,underordna,underordnede
3274,drapssikta,drapssiktede
3275,uføretrygda,uføretrygdede
3276,hovudøy,hovedøy
3277,auga,øye
3278,blendaropning,blenderåpning
3279,bølgjedal,bølgedal
3280,bølgjefront,bølgefront
3281,bølgjegang,bølgegang
3282,bølgjekam,bølgekam
3283,bølgjepapp,bølgepapp
3284,bølgjerygg,bølgerygg
3285,bølgjetopp,bølgetopp
3286,bylgjedal,bølgedal
3287,bylgjefront,bølgefront
3288,bylgjegang,bølgegang
3289,bylgjekam,bølgekam
3290,bylgjepapp,bølgepapp
3291,bylgjerygg,bølgerygg
3292,bylgjetopp,bølgetopp
3293,glasbur,glassbur
3294,byte,bytte
3295,bølgje,bølge
3296,hetebølgje,hetebølge
3297,surfebølgje,surfebølge
3298,berebølgje,bærebølge
3299,sjølvmordsbølgje,selvmordsbølge
3300,bylgje,bølge
3301,drikke,drikk
3302,veljar,velger
3303,ete,mat
3304,etterverknad,ettervirkning
3305,førehand,forhånd
3306,raudgrønt,rødgrønt
3307,raudt,rødt
3308,jordbruksoverskot,jordbruksoverskudd
3309,omsetjar,oversetter
3310,overskot,overskudd
3311,passar,passer
3312,peikar,peker
3313,politikar,politiker
3314,fysikar,fysiker
3315,geofysikar,geofysiker
3316,kjemikar,kjemiker
3317,botanikar,botaniker
3318,sjølvstendig,selvstendig
3319,sjølvstende,uavhengighet
3320,avhengnad,avhengighet
3321,undersøking,undersøkelse
3322,uro,bekymring
3323,uro,urolighet
3324,uro,urolighet
3325,utbreiing,utbredelse
3326,utbrot,utbrudd
3327,meslingutbrot,meslingutbrudd
3328,utanriksminister,utenriksminister
3329,utgjeving,utgivelse
3330,utgiving,utgivelse
3331,utnyttar,utnytter
3332,utstrekking,utstrekning
3333,finske,finn
3334,fiskje,fiske
3335,fjerne,mangel
3336,fjerne,mangel
3337,flytt,bevegelse
3338,flytt,bevegelse
3339,frode,fråde
3340,følgd,følge
3341,fylgd,følge
3342,fylgje,følge
3343,følgje,følge
3344,fylgje,følge
3345,følgje,følge
3346,sjølvfølgje,selvfølge
3347,innvol,innvoll
3348,gjerne,innvoll
3349,førenamn,fornavn
3350,fornamn,fornavn
3351,lagje,dagsverk
3352,lagje,dagsverk
3353,teiingslovnad,taushetserklæring
3354,teielovnad,taushetserklæring
3355,tausheit,taushet
3356,togn,taushet
3357,teiing,taushet
3358,tagnad,taushet
3359,innleiing,innledning
3360,fråsegn,erklæring
3361,forlovarerklæring,forloverklæring
3362,eigenerklæring,egenerklæring
3363,verdsfråsegn,verdenserklæring
3364,verdserklæring,verdenserklæring
3365,verdsfråsegn,verdensfråsegn
3366,framvokster,fremvekst
3367,framvekst,fremvekst
3368,framvekst,framvokster
3369,framvekst,fremvokster
3370,framvekst,framvokst
3371,framvekst,fremvokst
3372,framvekstring,fremvokstring
3373,framvekstring,framvokstring
3374,veg,vei
3375,reiseveg,reisevei
3376,veganlegg,veianlegg
3377,vegarbeid,veiarbeid
3378,vegdekke,veidekke
3379,vegdirektorat,veidirektorat
3380,vegdirektør,veidirektør
3381,vegemot,veikryss
3382,vegforhold,veiforhold
3383,bordkleding,bordkledning
3384,bordkleding,veggkledning
3385,veggrep,veigrep
3386,veggrunn,veigrunn
3387,veghøvel,veihøvel
3388,vegingeniør,veiingeniør
3389,vegkant,veikant
3390,vegkart,veikart
3391,vegknutepunkt,veiknutepunkt
3392,vegkontor,veikontor
3393,vegkryss,veikryss
3394,veglys,veilys
3395,vegmaskin,veimaskin
3396,vegmasse,veimasse
3397,vegmerke,veimerke
3398,vegnett,veinett
3399,vegoppsynsmann,veioppsynsmann
3400,vegpatrulje,veipatrulje
3401,vegplan,veiplan
3402,vegrapport,veirapport
3403,vegrett,veirett
3404,vegsalt,veisalt
3405,vegsamband,veisamband
3406,vegsjef,veisjef
3407,vegskilt,veiskilt
3408,vegstandard,veistandard
3409,vegstasjon,veistasjon
3410,vegstell,veistell
3411,vegstykke,veistykke
3412,vegstøv,veistøv
3413,vegtistel,veitistel
3414,vegtrafikk,veitrafikk
3415,vegtransport,veitransport
3416,vegtunnel,veitunnel
3417,vegunderlag,veiunderlag
3418,vegvals,veivals
3419,vegvalse,veivals
3420,vegvals,veivalse
3421,vegvals,vegvalse
3422,avveg,avvei
3423,bakveg,bakvei
3424,beinveg,beinvei
3425,bilveg,bilvei
3426,blindveg,blindvei
3427,bomveg,bomvei
3428,bygdeveg,bygdevei
3429,stamveg,stamvei
3430,sporveg,sporvei
3431,innveg,innvei
3432,tilførsleveg,tilførselsvei
3433,tilførselsveg,tilførselsvei
3434,tilførsleveg,tilførselsveg
3435,omkøyringsveg,omkjøringsvei
3436,omkøyringsveg,omkjøringsveg
3437,nødutveg,nødutvei
3438,naudutveg,nødutveg
3439,heilårsveg,helårsvei
3440,heilårsveg,helårsveg
3441,heilårsveg,heilårsvei
3442,heimveg,hjemvei
3443,heimveg,hjemveg
3444,heimveg,heimvei
3445,førsleveg,førselsvei
3446,førselsveg,førselsvei
3447,førsleveg,førselsveg
3448,dampvegvalse,dampveivals
3449,dampvegvals,dampveivals
3450,dampvegvals,dampveivalse
3451,dampvegvals,dampvegvalse
3452,allfarveg,allfarvei
3453,europaveg,europavei
3454,ferdselsveg,ferdselsvei
3455,frelsesveg,frelsesvei
3456,fylkesveg,fylkesvei
3457,gamleveg,gamlevei
3458,gangveg,gangvei
3459,gardsveg,gardsvei
3460,gjennomfartsveg,gjennomfartsvei
3461,gjennomgangsveg,gjennomgangsvei
3462,grendeveg,grendevei
3463,grusveg,grusvei
3464,halvveg,halvvei
3465,handelsveg,handelsvei
3466,innfartsveg,innfartsvei
3467,jordveg,jordvei
3468,karavaneveg,karavanevei
3469,kjerreveg,kjerrevei
3470,køyreveg,kjørevei
3471,køyreveg,kjøreveg
3472,kløvveg,kløvvei
3473,kongeveg,kongevei
3474,korsveg,korsvei
3475,krokveg,krokvei
3476,krøtterveg,krøttervei
3477,landeveg,landevei
3478,landevegsløp,landeveisløp
3479,landevegsritt,landeveisritt
3480,landveg,landvei
3481,leveveg,levevei
3482,luftveg,luftvei
3483,luftvegsinfeksjon,luftveisinfeksjon
3484,matveg,matvei
3485,mellomriksveg,mellomriksvei
3486,mellomveg,mellomvei
3487,middelveg,middelvei
3488,mjølkeveg,melkevei
3489,mjølkeveg,melkeveg
3490,motorveg,motorvei
3491,nyveg,nyvei
3492,næringsveg,næringsvei
3493,næringsveg,næringsvei
3494,omveg,omvei
3495,oppveg,oppvei
3496,riksveg,riksvei
3497,ringveg,ringvei
3498,samleveg,samlevei
3499,seterveg,setervei
3500,sideveg,sidevei
3501,sjøveg,sjøvei
3502,sjøvegsregel,sjøveisregel
3503,skogsbilveg,skogsbilvei
3504,skogsveg,skogsvei
3505,skogveg,skogvei
3506,skuleveg,skolevei
3507,slepeveg,slepevei
3508,stikkveg,stikkvei
3509,storveg,storvei
3510,stølsveg,stølsvei
3511,sykkelveg,sykkelvei
3512,tilbakeveg,tilbakevei
3513,tilfartsveg,tilfartsvei
3514,tofeltsveg,tofeltsvei
3515,tovegssamband,toveissamband
3516,traktorveg,traktorvei
3517,trefeltsveg,trefeltsvei
3518,trifeltsveg,trefeltsvei
3519,turveg,turvei
3520,tverrveg,tverrvei
3521,urinveg,urinvei
3522,urinvegsinfeksjon,urinveisinfeksjon
3523,urinvegssjukdom,urinveissykdom
3524,urinvegssjukdom,urinvegssykdom
3525,utfartsveg,utfartsvei
3526,vesterveg,vesterled
3527,vinterveg,vintervei
3528,årveg,årvei
3529,hendingsgang,hendelsesforløp
3530,ferskvassfiske,ferskvannsfiske
3531,kvassbuk,brisling
3532,saltvassfiske,saltvannsfiske
3533,tidvasstrøm,tidevannstrøm
3534,tidvasstraum,tidevannstrøm
3535,tidvasstraum,tidevannsstrøm
3536,tidvasstraum,tidvasstrøm
3537,tidvass-straum,tidvass-strøm
3538,tidvassbelte,tidevannsbelte
3539,trykkvassreaktor,trykkvannsreaktor
3540,undervassbåt,undervannsbåt
3541,undervasskamera,undervannskamera
3542,varmtvassanlegg,varmtvannsanlegg
3543,varmtvasskjel,varmtvannskjel
3544,varmtvasskjele,varmtvannskjele
3545,varmtvassomslag,varmtvannsomslag
3546,varmtvasstank,varmtvannstank
3547,vaskevassfat,vaskevannsfat
3548,vass-sele,vannsele
3549,vassele,vannsele
3550,vassele,vass-sele
3551,vass-sig,vannsig
3552,vassig,vannsig
3553,vassig,vass-sig
3554,vass-skade,vannskade
3555,vasskade,vannskade
3556,vasskade,vass-skade
3557,vass-skisport,vannskisport
3558,vasskisport,vannskisport
3559,vasskisport,vass-skisport
3560,vass-skrekk,vannskrekk
3561,vasskrekk,vannskrekk
3562,vasskrekk,vass-skrekk
3563,vass-slange,vannslange
3564,vasslange,vannslange
3565,vasslange,vass-slange
3566,vass-smak,vannsmak
3567,vassmak,vannsmak
3568,vassmak,vass-smak
3569,vass-spann,vannspann
3570,vasspann,vannspann
3571,vasspann,vass-spann
3572,vass-sport,vannsport
3573,vassport,vannsport
3574,vassport,vass-sport
3575,vass-stand,vannstand
3576,vasstand,vannstand
3577,vasstand,vass-stand
3578,vass-standsmerke,vannstandsmerke
3579,vasstandsmerke,vannstandsmerke
3580,vasstandsmerke,vass-standsmerke
3581,vass-stoff,vannstoff
3582,vasstoff,vannstoff
3583,vasstoff,vass-stoff
3584,vass-stråle,vannstråle
3585,vasstråle,vannstråle
3586,vasstråle,vass-stråle
3587,vass-søl,vannsøl
3588,vassøl,vannsøl
3589,vassøl,vass-søl
3590,vassbad,vannbad
3591,vassbasseng,vannbasseng
3592,vassbeis,vannbeis
3593,vassbord,vannbord
3594,vassbotn,vannbunn
3595,vassbotn,vassbunn
3596,vassbotn,vannbotn
3597,vassbøffel,vannbøffel
3598,vassdam,vanndam
3599,vassdamp,vanndamp
3600,vassdrag,vanndrag
3601,vassfall,vannfall
3602,vassfar,vassdrag
3603,vassfilter,vannfilter
3604,vassflom,vassflaum
3605,vassflom,vannflom
3606,vassforbruk,vannforbruk
3607,vassforsyningsanlegg,vannforsyningsanlegg
3608,vassfugl,vannfugl
3609,vassgang,vanngang
3610,vassgass,vanngass
3611,vassglas,vannglass
3612,vassglas,vassglass
3613,vassgraut,vanngrøt
3614,vassgraut,vassgrøt
3615,vasshjul,vannhjul
3616,vasshol,vannhull
3617,vasshol,vasshull
3618,vasshol,vannhol
3619,vassis,vannis
3620,vasskall,fossekall
3621,vasskanal,vannkanal
3622,vasskanon,vannkanon
3623,vasskant,vannkant
3624,vasskaraffel,vannkaraffel
3625,vasskikkert,vannkikkert
3626,vasskjel,vannkjel
3627,vasskjele,vannkjele
3628,vassklosett,vannklosett
3629,vasskraftverk,vannkraftverk
3630,vasskultur,vannkultur
3631,vasskur,vannkur
3632,vasslag,vannlag
3633,vassmangel,vannmangel
3634,vassmelon,vannmelon
3635,vassmerke,vannmerke
3636,vassmål,vannmål
3637,vassomslag,vannomslag
3638,vasspistol,vannpistol
3639,vasspolo,vannpolo
3640,vasspost,vannpost
3641,vasspytt,vannpytt
3642,vassrett,vannrett
3643,vasstank,vanntank
3644,vasstap,vanntap
3645,vasstilførsel,vanntilførsel
3646,vasstroll,vanntroll
3647,vasstrykk,vanntrykk
3648,vasstraum,vannstrøm
3649,vasstrøm,vannstrøm
3650,vasstraum,vannstrøm
3651,vasstraum,vasstrøm
3652,vasstunnel,vanntunnel
3653,vassturbin,vannturbin
3654,vasstårn,vanntårn
3655,vassverk,vannverk
3656,snøvatn,snøvann
3657,avløpsvatn,avløpsvann
3658,badevatn,badevann
3659,blandevatn,blandevann
3660,borvatn,borvann
3661,brakkvatn,brakkvann
3662,brevatn,brevann
3663,drikkevatn,drikkevann
3664,daudvatn,daudvann
3665,daudvatn,dødvann
3666,dødvatn,dødvann
3667,eldvatn,eldvann
3668,fiskevatn,fiskevann
3669,flomvatn,flomvann
3670,fostervatn,fostervann
3671,grunnvatn,grunnvann
3672,gurglevatn,gurglevann
3673,herdslevatn,herdslevann
3674,hårvatn,hårvann
3675,kaldvatn,kaldtvann
3676,kaldvatn,kaldtvatn
3677,kalkvatn,kalkvann
3678,karbolvatn,karbolvann
3679,kjeldevatn,kildevann
3680,kjeldevatn,kildevatn
3681,kjeldevatn,kjeldevann
3682,kjeldevatn,kjeldevant
3683,kjølevatn,kjølevann
3684,kjølvatn,kjølvann
3685,kondensvatn,kondensvann
3686,krystallvatn,krystallvann
3687,kvernvatn,kvernvann
3688,leddvatn,leddvann
3689,leggjevatn,leggevann
3690,leggevatn,leggevann
3691,luktevatn,luktevann
3692,lågvatn,lavvann
3693,lågvatn,lavvatn
3694,lågvatn,lågvann
3695,mineralvatn,mineralvann
3696,munnvatn,munnvann
3697,overvatn,overvann
3698,regnvatn,regnvann
3699,rosevatn,rosevann
3700,saltvatn,saltvann
3701,sjøvatn,sjøvann
3702,smeltevatn,smeltevann
3703,småvatn,småvann
3704,sukkervatn,sukkervann
3705,såpevatn,såpevann
3706,territorialfarvatn,territorialfarvann
3707,tevatn,tevann
3708,tidvatn,tidevann
3709,trykkvatn,trykkvann
3710,tungtvatn,tungtvann
3711,varmvatn,varmtvann
3712,varmvatn,varmtvatn
3713,vaskevatn,vaskevann
3714,vatn,vann
3715,vatningsanlegg,vanningsanlegg
3716,vatningsforsøk,vanningsforsøk
3717,vigslevatn,vievann
3718,vigslevatn,vievatn
3719,vigslevatn,vigslevann
3720,trælekår,undertrykkelse
3721,undertrykking,undertrykkelse
3722,brannsløkking,brannslukking
3723,brannsløkking,brannslokking
3724,sløkking,slukking
3725,sløkking,slokking
3726,ettersløkking,etterslukking
3727,ettersløkking,etterslokking
3728,tru,tro
3729,framtidstru,fremtidstro
3730,framtidstru,framtidstro
3731,framtidstru,fremtidstru
3732,mistru,mistro
3733,skyldnad,plikt
3734,teieplikt,taushetsplikt
3735,forplikting,forpliktelse
3736,kjeldekode,kildekode
3737,kjeldekode,kildekode
3738,melde,kornavfall
3739,melde,kornavfall
3740,nót,not
3741,or,demning
3742,rei,red
3743,red,høyde
3744,rom,værelse
3745,venterom,venteværelse
3746,syn,skue
3747,skode,skue
3748,von,håp
3749,von,forhåpning
3750,håp,forhåpning
3751,botnband,bunnbånd
3752,botnband,botnbånd
3753,botnband,bunnband
3754,botnbord,bunnbord
3755,botnfall,bunnfall
3756,botngras,bunngress
3757,botngras,botngress
3758,botngras,bunngras
3759,botnlag,bunnlag
3760,botnmorene,bunnmorene
3761,botnnivå,bunnivå
3762,botnpris,bunnpris
3763,botnrekord,bunnrekord
3764,botnstoff,bunnstoff
3765,botnstokk,bunnstokk
3766,botnstykke,bunnstykke
3767,botnsvill,bunnsvill
3768,botnventil,bunnventil
3769,bustadbank,boligbank
3770,bustadhus,bolighus
3771,bustadlån,boliglån
3772,landstraum,landstrøm
3773,straum,strøm
3774,straumbrot,strømbrott
3775,straumdrag,strømdrag
3776,straumforbruk,strømforbruk
3777,straumforhold,strømforhold
3778,strømpeleist,strømpelest
3779,straumstans,strømstans
3780,straumstyrke,strømstyrke
3781,straumvirvel,strømvirvel
3782,straumkvervel,strømvirvel
3783,vennskapsvitjing,vennskapsbesøk
3784,vennskapsbrot,vennskapsbrott
3785,vennskapstilhøve,vennskapsforhold
3786,star,stær
3787,gråstar,gråstær
3788,kvitstar,kvitstær
3789,stir,stirr
3790,stir,stirr
3791,tropp,trapp
3792,meiningsfelle,meningsfelle
3793,meiningsfrende,meningsfrende
3794,meiningsfylde,meningsfylde
3795,føde,kull
3796,kol,kull
3797,herskelyst,maktbrynde
3798,vurdering,bedømmelse
3799,domkyrkje,domkjerke
3800,kyrkje,kjerke
3801,samanlikning,sammenlikning
3802,stavkyrkje,stavkjerke
3803,ordførar,ordfører
3804,fylkesordførar,fylkesordfører
3805,saksordførar,saksordfører
3806,ol,ole
3807,trass,tross
3808,dekk,søkk
3809,sti,stell
3810,stig,sti
3811,stig,sti
3812,vinne,onn
3813,tettleik,tetthet
3814,sannsynstettleik,sannsynlighetstetthet
3815,berg,berging
3816,bur,rauting
3817,fallande,fjære
3818,fjøre,fjære
3819,fest,troloving
3820,truloving,troloving
3821,hol,hull
3822,bere,binne
3823,lækjar,lege
3824,lege,leie
3825,lægje,leie
3826,leige,leie
3827,utleige,utleie
3828,korttidsutleige,korttidsutleie
3829,langtidsutleige,langtidsutleie
3830,midel,middel
3831,middel,midel
3832,mon,monn
3833,mon,monn
3834,bel,stund
3835,biletbruk,bildebruk
3836,bleiknebb,bleknebb
3837,bul,bol
3838,bu,bo
3839,bu,bod
3840,bylgjeblekk,bølgeblekk
3841,bylgjeblekktak,bølgeblekktak
3842,draugkyss,munnsår
3843,draugkyss,munnsår
3844,gin,gap
3845,glasvatt,glassvatt
3846,hugs,minne
3847,hugs,minne
3848,hugs,husk
3849,snøggleik,hurtighet
3850,høyvisk,høybunt
3851,koffein,kaffein
3852,kaffein,koffein
3853,kik,kikk
3854,utkik,utkikk
3855,lauvsprett,løvsprett
3856,lok,lokk
3857,måndag,mandag
3858,nykk,nøkk
3859,raus,fres
3860,saksarbeid,saksbehandling
3861,skulebruk,skolebruk
3862,skot,skudd
3863,skot,skudd
3864,usikkerheit,usikkerhet
3865,uvisse,usikkerhet
3866,innspel,innspill
3867,turfølgje,turfølge
3868,abortlovgiving,abortlovgivning
3869,eigeninteresse,egeninteresse
3870,nedstenging,nedstengning
3871,utestenging,utelukkelse
3872,styrking,styrkelse
3873,styrking,styrkning
3874,opprusting,opprustning
3875,supermåneformørking,supermåneformørkelse
3876,svekking,svekkelse
3877,utnytting,utnyttelse
3878,syrar,syrer
3879,bebuar,beboer
3880,speletid,spilletid
3881,glepp,glipp
3882,forstyrring,forstyrrelse
3883,løysepenge,løsepenger
3884,innanriksminister,innenriksminister
3885,forhandlar,forhandler
3886,lågtrykk,lavtrykk
3887,heimekamp,hjemmekamp
3888,tiandeplass,tiendeplass
3889,niandeplass,niendeplass
3890,åttandeplass,åttendeplass
3891,sjuandeplass,syvendeplass
3892,sjuandeplass,sjuendeplass
3893,medhald,medhold
3894,korrektheit,korrekthet
3895,grønsak,grønnsak
3896,utsetting,utsettelse
3897,spørjeundersøking,spørreundersøkelse
3898,skotveksling,skuddveksling
3899,raudløk,rødløk
3900,påkøyring,påkjørsel
3901,leitemannskap,letemannskap
3902,leitearbeid,letearbeid
3903,framgang,fremgang
3904,underskot,underskudd
3905,smyg,smau
3906,smyg,sleiping
3907,snømygl,snømugg
3908,spit,spott
3909,spit,spott
3910,spurdag,spørsmål
3911,spurnad,spørsmål
3912,kolstift,kullstift
3913,vêrstopp,værstopp
3914,sjukepleiaryrke,sykepleieryrke
3915,sjukepleiaryrke,sjukepleieryrke
3916,sjukepleiarelev,sykepleierelev
3917,sjukepleiarelev,sjukepleierelev
3918,sjukepleiarstudent,sykepleierstudent
