,0,1
6676,bortesiger,borteseier
6677,heimesiger,hjemmeseier
6678,helsegrunnar,helsemessigeårsaker
6679,pustevanske,pustebesvær
6680,pustevanske,pustebesvær
6681,pensjonsopptening,pensjonsopptjening
6682,opptening,opptjening
6683,valvake,valgvake
6684,innsegling,innseiling
6685,forfalsking,forfalskning
6686,påtaleleiar,påtaleleder
6687,seglbåt,seilbåt
6688,setjeriksadvokat,setteriksadvokat
6689,aure,ørret
6690,omspelsfinale,omspillsfinale
6691,seinsommar,sensommer
6692,gråvêr,gråvær
6693,omland,omegn
6694,Høgre,Høyre
6695,Noreg,Norge
6696,Kultur-Noreg,Kultur-Norge
6697,andreverdskrigen,andreverdenskrig
6698,andreverdskrigen,annenverdenskrig
6699,førsteverdskrigen,førsteverdenskrig
6700,Krystallnatta,Krystallnatten
6701,Spesialeininga,Spesialenheten
6702,SN,FN
6703,PTT,PST
6704,Arbeidskraftundersøkinga,Arbeidskraftundersøkelsen
6705,Verdsbanken,Verdensbanken
6706,Regjeringa,Regjeringen
6707,Legeforeininga,Legeforeningen
6708,Markuskyrkja,Markuskirken
6709,Mellomkyrkjelegråd,Mellomkirkeligråd
6710,Oslolufthamn,Oslolufthavn
6711,Austlandsforsking,Østlandsforskning
6712,Austlandssendinga,Østlandssendingen
6713,Fødselskyrkja,Fødselskirken
6714,Borgarplattformen,Borgerplattformen
6715,Krisestøtteeininga,Krisestøtteenheten
6716,Kyrkjemøtet,Kirkemøtet
6717,Fartsområdeutvalet,Fartsområdeutvalget
6718,Sjukepleiarforbundet,NorskSykepleierforbund
6719,MiljøpartietDeiGrøne,MiljøpartietDeGrønne
6720,DeiGrøne,DeGrønne
6721,Verdasantidopingbyrå,Verdensantidopingbyrå
6722,FNsmat-oglandbruksorganisasjon,Verdensmat-oglandbruksorganisasjon
6723,nyheitsbyråetAP,nyhetsbyråetAP
6724,RaudeStjerne,RødeStjerne
6725,Demokratane,Demokratene
6726,Republikanarane,Republikanerne
6727,GrønUngdom,GrønnUngdom
6728,Detkvitehus,Dethvitehus
6729,Detkvitehuset,Dethvitehus
6730,Raudt,Rødt
6731,PartietRaudt,PartietRødt
6732,Representanthuset,Representanteneshus
6733,Sør-austpolitidistrikt,Sørøstpolitidistrikt
6734,KristelegFolkeparti,KristeligFolkeparti
6735,Austpolitidistrikt,Østpolitidistrikt
6736,E-tenesta,E-tjenesten
6737,Verdasmatvareprogram,Verdensmatvareprogram
6738,Verdshelseorganisasjonen,Verdenshelseorganisasjon
6739,Verdsorganisasjonenforhelse,Verdenshelseorganisasjon
6740,Sjukepleiarforbundet,Sykepleierforbundet
6741,Hovudredningssentralen,Hovedredningssentralen
6742,Tryggingsrådet,Sikkerhetsrådet
6743,Kyrkjerådet,Kirkerådet
6744,Landsforeiningaforhjarte-oglungesjuke,Landsforeningenforhjerte-oglungesyke
6745,Gazastripa,Gazastripen
6746,Luftambulansetenesta,Luftambulansetjenesten
6747,Vervarsom-plakaten,Værvarsom-plakaten
6748,Oskeladden,Askeladden
6749,Framstegspartiet,Fremskrittspartiet
6750,Skiforbundet,NorgesSkiforbund
6751,Detinternasjonaleskiskyttarforbundet,Detinternasjonaleskiskytterforbundet
6752,Aust-Agder,Øst-Agder
6753,Bunad-Høgre,Bunad-Høyre
6754,Bunads-Høgre,Bunads-Høyre
6755,Distrikts-Høgre,Distrikts-Høyre
6756,Midt-Noreg,Midt-Norge
6757,Nord-Noreg,Nord-Norge
6758,Sør-Noreg,Sør-Norge
6759,Søraust-Asia,Sørøst-Asia
6760,Søraust-Noreg,Sørøst-Norge
6761,Vest-Noreg,Vest-Norge
6762,Aust-Berlin,Øst-Berlin
6763,Aust-England,Øst-England
6764,Aust-Europa,Øst-Europa
6765,Aust-Finnmark,Øst-Finnmark
6766,Aust-Noreg,Øst-Norge
6767,Aust-Tyskland,Øst-Tyskland
6768,Aust-Timor,Øst-Timor
6769,Austerrike-Ungarn,Østerrike-Ungarn
6770,stortingsadministrasjonen,Stortingetsadministrasjon
6771,stortingspresidentskapet,Stortingetspresidentskap
6772,Atlasfjella,Atlasfjellene
6773,Bahamasøyane,Bahamasøyene
6774,Caymanøyane,Caymanøyene
6775,Falklandsøyane,Falklandsøyene
6776,Fijiøyane,Fijiøyene
6777,Filippinane,Filippinene
6778,landetmeddeitusensjøane,detusensjøersland
6779,Færøyane,Færøyene
6780,Hvalerøyane,Hvalerøyene
6781,Kviterussland,Hviterussland
6782,Jomfruøyane,Jomfruøyene
6783,Kanaløyane,Kanaløyene
6784,Kanariøyane,Kanariøyene
6785,Komorane,Komorene
6786,Maldivane,Maldivene
6787,Marshalløyane,Marshalløyene
6788,Midtausten,Midtøsten
6789,Baskarland,Baskerland
6790,Orknøyane,Orknøyene
6791,Ryukyuøyane,Ryukyuøyene
6792,Salomonøyane,Salomonøyene
6793,Sundaøyane,Sundaøyene
6794,Aust-Ukraina,Øst-Ukraina
6795,Verdeøyane,Verdeøyene
6796,Austen,Østen
6797,Austerrike,Østerrike
6798,Arbeidarpartiet,Arbeiderpartiet
6799,Nyevegar,NyeVeier
6800,Kvitehjelmar,Hvitehjelmer
6801,FNsturismeorganisasjon,Verdensturistorganisasjon
6802,Austlandssendinga,Østlandssendinga
6803,Austersjø-konferansen,Østersjø-konferansen
6804,Storebæltsbrua,Storebæltsbroen
6805,LækjararUtanGrenser,LegerUtenGrenser
6806,Sør-Austlandet,Sør-Østlandet
6807,Magellansundet,Magellanstredet
6808,Hinlopensundet,Hinlopenstredet
6809,Hinlopenstretet,Hinlopenstredet
6810,Hinlopenstretet,Hinlopensundet
6811,Malakkasundet,Malakkastredet
6812,Nordaustlandet,Nordøstlandet
6813,Austlandet,Østlandet
6814,Austlands-området,Østlands-området
6815,Beringsundet,Beringstredet
6816,Gibraltarsundet,Gibraltarstredet
6817,Hudsonsundet,Hudsonstredet
6818,Romarriket,Romerriket
6819,Austersjø-området,Østersjø-området
6820,Nordaustpassasjen,Nordøstpassasjen
6821,Austlands-regionen,Østlands-regionen
6822,Sørpolen,Sydpolen
6823,Austersjøkysten,Østersjøkysten
6824,Emirata,Emiratene
6825,Elfenbeinskysten,Elfenbenskysten
6826,Vestbreidda,Vestbredden
6827,Austersjøen,Østersjøen
6828,Vesleasia,Lilleasia
6829,Alpane,Alpene
6830,TelenorNoreg,TelenorNorge
6831,UngeHøgre,UngeHøyre
6832,Fagererjordi,Deiligerjorden
6833,Lånekassen,Statenslånekasse
6834,Statenslånekasse,Lånekassen
6835,Sivilklareringsmyndigheit,Sivilklareringsmyndighet
6836,Sunnmørsalpane,Sunnmørsalpene
6837,Aust-Kasai,Øst-Kasai
6838,Aust-Veme,Øst-Veme
6839,Ardennaroffensiven,Ardenneroffensiven
6840,Asorane,Asorene
6841,Azorane,Azorene
6842,Aust-Asia,Øst-Asia
6843,Bandaøyane,Bandaøyene
6844,Deisameintearabiskeemirata,Deforentearabiskeemirater
6845,Densentralafrikanskerepublikken,Densentralafrikanskerepublikk
6846,Densvenskeriksdagen,Sverigesriksdag
6847,Dennorskekyrkja,Dennorskekirke
6848,Riksmeklaren,Riksmekleren
6849,Ertholmane,Ertholmene
6850,Himmelfredsplassen,Denhimmelskefredsplass
6851,Göteborgsskjergard,Göteborgsskjærgård
6852,Haustutstillinga,Høstutstillingen
6853,Kertsjsundet,Kertsjstredet
6854,Bosporossundet,Bosporosstredet
6855,Sundasundet,Sundastredet
6856,Balabacsundet,Balabacstredet
6857,Hormuzsundet,Hormuzstredet
6858,Babel-Mandeb-sundet,Babel-Mandeb-stredet
6859,Bass-sundet,Bass-stredet
6860,Bohaisundet,Bohaistredet
6861,Bonifaciosundet,Bonifaciostredet
6862,Calaissundet,Calaisstredet
6863,Cooksundet,Cookstredet
6864,Danmarksundet,Danmarkstredet
6865,Davissundet,Davisstredet
6866,Drakesundet,Drakestredet
6867,Floridasundet,Floridastredet
6868,Georgiasundet,Georgiastredet
6869,Hainansundet,Hainanstredet
6870,Koreasundet,Koreastredet
6871,Kotzebuesundet,Kotzebuestredet
6872,Lancastersundet,Lancasterstredet
6873,Messinasundet,Messinastredet
6874,Palksundet,Palkstredet
6875,Pamlicosundet,Pamlicostredet
6876,PrinsWilliam-sundet,PrinsWilliam-stredet
6877,Taiwansundet,Taiwanstredet
6878,Tatarsundet,Tatarstredet
6879,Tiransundet,Tiranstredet
6880,Torressundet,Torresstredet
6881,Sørpol-Aitkenbassenget,Sydpol-Aitkenbassenget
6882,Austlandssendinga,Østlandssendingen
6883,FNsmenneskerettsråd,FNsmenneskehetsråd
6884,Deninternasjonaleolympiskekomiteen,Deninternasjonaleolympiskekomité
6885,Femstjernersrørsla,Femstjernersbevegelsen
6886,SameintRussland,ForenteRussland
6887,SameintRussland,ForentRussland
6888,Direktoratetforstrålevernogatomtryggleik,Direktoratetforstrålevernogatomsikkerheit
6889,Austisen,Østisen
6890,KringsettingaavLeningrad,KringsetjingaavLeningrad
6891,Oskarshamnsskjergard,Oskarshamnsskjærgård
6892,Raudehavet,Rødehavet
6893,Utanriksdepartementet,Utenriksdepartementet
6894,SaintVincentogGrenadinane,SaintVincentogGrenadinene
6895,St.VincentogGrenadinane,St.VincentogGrenadinene
6896,Seychellane,Seychellene
6897,Stockholmsskjergard,Stockholmsskjærgård
6898,Søraust-England,Sørøst-England
6899,Verdshandelsorganisasjonen,Verdenshandelsorganisasjon
6900,Pensjonstrygdaforsjømenn,Pensjonstrygdenforsjømenn
6901,Riksmeklaren,Riksmekleren
6902,Barneombodet,Barneombudet
6903,Forbrukarrådet,Forbrukerrådet
6904,Forbrukartilsynet,Forbrukertilsynet
6905,Forbrukartvistutvalet,Forbrukertvistutvalget
6906,Fordelingsutvaletfortilskottilfrivilligebarne-ogungdomsorganisasjonar,Fordelingsutvalgetfortilskuddtilfrivilligebarne-ogungdomsorganisasjoner
6907,Likestillings-ogdiskrimineringsombodet,Likestillings-ogdiskrimineringsombudet
6908,Marknadsrådet,Markedsrådet
6909,Nasjonaltdokumentasjonssenterforpersonarmednedsettfunksjonsevne,Nasjonaltdokumentasjonssenterforpersonermednedsattfunksjonsevne
6910,Statensinstituttforforbruksforsking,Statensinstituttforforbruksforskning
6911,Statensinnkrevjingssentral,Statensinnkrevingssentral
6912,NoregsBank,NorgesBank
6913,Etterretningstenesta,Etterretningstjenesten
6914,Forsvaretsoperativehovudkvarter,Forsvaretsoperativehovedkvarter
6915,Forsvaretsoperativehovudkvarter,Forsvaretsoperativehovedkontor
6916,Forsvaretsforskingsinstitutt,Forsvaretsforskningsinstitutt
6917,Forsvaretstryggingsavdeling,Forsvaretssikkerhetsavdeling
6918,Instituttforforsvarsstudium,Instituttforforsvarsstudier
6919,Kystvakta,Kystvakten
6920,Nasjonalttryggingsorgan,Nasjonalsikkerhetsmyndighet
6921,Sjøforsvaretsskolar,Sjøforsvaretsskoler
6922,Helseøkonomiforvaltninga,Helseøkonomiforvaltningen
6923,Vitskapskomiteenformatogmiljø,Vitenskapskomiteenformatogmiljø
6924,Denrettsmedisinskekommisjonen,Denrettsmedisinskekommisjon
6925,Direktoratetforsamfunnstryggleikogberedskap,Direktoratetforsamfunnssikkerhetogberedskap
6926,Detkriminalitetsførebyggjanderådet,Detkriminalitetsforebyggenderåd
6927,Grensekommissærenfordennorsk-russiskegrensa,Grensekommissærenfordennorsk-russiskegrense
6928,HovudredningssentraleniNord-Noreg,HovedredningssentraleniNord-Norge
6929,HovudredningssentraleniSør-Noreg,HovedredningssentraleniSør-Norge
6930,Integrerings-ogmangfaldsdirektoratet,Integrerings-ogmangfoldsdirektoratet
6931,Kommisjonenforgjenopptakingavstraffesaker,Kommisjonenforgjenopptakelseavstraffesaker
6932,Kontoretforvaldsoffererstatning,Kontoretforvoldsoffererstatning
6933,Utdanningssenteretforkriminalomsorga,Kriminalomsorgensutdanningssenter
6934,Nasjonaltutdanningssenterforsamfunnstryggleikogberedskap,Nasjonaltutdanningssenterforsamfunnssikkerhetogberedskap
6935,Politietsfellestenester,Politietsfellestjenester
6936,PolitietsIKT-tenester,PolitietsIKT-tjenester
6937,Politietstryggingsteneste,Politietssikkerhetstjeneste
6938,Politietsdata-ogmateriellteneste,Politietsdata-ogmaterielltjeneste
6939,Politietsutlendingseining,Politietsutlendingsenhet
6940,Sekretariatetforkonfliktråda,Sekretariatetforkonfliktrådene
6941,Spesialeiningaforpolitisaker,Spesialenhetenforpolitisaker
6942,Tilsynsrådetforadvokatverksemd,Tilsynsrådetforadvokatvirksomhet
6943,Utrykkingspolitiet,Utrykningspolitiet
6944,Norskinstituttforby-ogregionforsking,Norskinstituttforby-ogregionforskning
6945,Norskinstituttforkulturminneforsking,Norskinstituttforkulturminneforskning
6946,Norskinstituttforluftforsking,Norskinstituttforluftforskning
6947,Norskinstituttfornaturforsking,Norskinstituttfornaturforskning
6948,Norskinstituttforvassforsking,Norskinstituttforvannforskning
6949,Tryggings-ogserviceorganisasjonentildepartementa,Departementenessikkerhets-ogserviceorganisasjon
6950,Gáldu–kompetansesenteretforurfolksrettar,Gáldu–kompetansesenteretforurfolksrettigheter
6951,Husleigetvistutvalet,Husleietvistutvalget
6952,InnovasjonNoreg,InnovasjonNorge
6953,Kyrkjenesverdsråd,Kirkenesverdensråd
6954,Valdirektoratet,Valgdirektoratet
6955,Detpraktisk-teologiskeseminaret,Detpraktisk-teologiskeseminar
6956,Kunstioffentlegerom,Kunstioffentligerom
6957,RestaureringsverksemdavedNidarosdomkyrkje,Nidarosdomkirkesrestaureringsarbeider
6958,Deinasjonaleforskingsetiskekomiteane,Denasjonaleforskningsetiskekomiteene
6959,DirektoratetforIKTogfellestjenesterihøgareutdanningogforsking–Unit,DirektoratetforIKTogfellestjenesterihøyereutdanningogforskning–Unit
6960,Foreldreutvaletforbarnehagar,Foreldreutvalgetforbarnehager
6961,Foreldreutvaletforgrunnopplæringa,Foreldreutvalgetforgrunnopplæringen
6962,KompetanseNoreg,KompetanseNorge
6963,Nasjonaltorganforkvalitetiutdanninga,Nasjonaltorganforkvalitetiutdanningen
6964,Noregsforskingsråd,Norgesforskningsråd
6965,"Norskinstituttforforskingomoppvekst,velferdogaldring","Norskinstituttforforskningomoppvekst,velferdogaldring"
6966,Norskutanrikspolitiskinstitutt,Norskutenrikspolitiskinstitutt
6967,SenterforIKTiutdanninga,SenterforIKTiutdanningen
6968,Statped–statlegspesialpedagogiskteneste,Statped–statligspesialpedagogisktjeneste
6969,Vea–statensgartnar-ogblomsterdekoratørskole,Vea–statensgartner-ogblomsterdekoratørskole
6970,Norskinstituttforbioøkonomi,Norskinstituttforforbioøkonomi
6971,Brønnøysundregistera,Brønnøysundregistrene
6972,DirektoratetformineralforvaltningmedBergmeisterenforSvalbard,DirektoratetformineralforvaltningmedBergmesterenforSvalbard
6973,EntraeigedomAS,EntraeiendomAS
6974,Forskingsfondettilfiskeri-oghavbruksnæringa,Fiskeri-oghavbruksnæringensforskningsfond
6975,Garantikassaforfiskarar,Garantikassenforfiskere
6976,Havforskingsinstituttet,Havforskningsinstituttet
6977,Klagenemndaforindustriellerettar,Klagenemndaforindustriellerettigheter
6978,Klagenemndaforoffentlegeinnkjøp,Klagenemndaforoffentligeanskaffelser
6979,Noregsgeologiskeundersøking,Norgesgeologiskeundersøkelse
6980,NorskeigedomsinformasjonAS,NorskeiendomsinformasjonAS
6981,Noregsvassdrags-ogenergidirektorat,Norgesvassdrags-ogenergidirektorat
6982,Nasjonalkommunikasjonsmyndigheit,Nasjonalkommunikasjonsmyndighet
6983,NoregsStatsbanarAS,NorgesStatsbanerAS
6984,PostenNoregAS,PostenNorgeAS
6985,Stortingsadministrasjonen,Stortingetsadministrasjon
6986,"Stortingetskontrollutvalforetterretnings-,overvakings-ogtryggingsteneste","Stortingetskontrollutvalgforetterretnings-,overvåkings-ogsikkerhetstjeneste"
6987,"Stortingetskontrollutvalforetterretnings-,overvakings-ogtryggingstenestene","Stortingetskontrollutvalgforetterretnings-,overvåkings-ogsikkerhetstjenestene"
6988,Sivilombodsmannen,Sivilombudsmannen
6989,OmbodsmannenforForsvaret,OmbudsmannenforForsvaret
6990,Høgsterett,Høyesterett
6991,Høgsterettsankeutval,Høyesterettsankeutvalg
6992,Oslobyfutembete,Oslobyfogdembete
6993,Teaterhøgskulen,Teaterhøgskolen
6994,arbeidstakarorganisasjonenLederne,arbeidstakerorganisasjonenLederne
6995,HøgskoleniMolde–vitskapleghøgskoleilogistikk,HøgskoleniMolde–vitenskapelighøgskoleilogistikk
6996,HøgskuleniVolda,HøgskoleniVolda
6997,HøgskulenpåVestlandet,HøgskolenpåVestlandet
6998,HøgskoleniSøraust-Noreg,HøgskoleniSørøst-Norge
6999,Noregsidrettshøgskule,Norgesidrettshøgskole
7000,Noregsmusikkhøgskule,Norgesmusikkhøgskole
7001,Noregshandelshøgskule,Norgeshandelshøyskole
7002,Helsesør-aust,Helsesør-øst
7003,HelseMidt-Noreg,HelseMidt-Norge
7004,Noregsmiljø-ogbiovitskaplegeuniversitet,Norgesmiljø-ogbiovitenskapeligeuniversitet
7005,Noregsteknisk-naturvitskaplegeuniversitet,Norgesteknisk-naturvitenskapeligeuniversitet
7006,UniversitetetiSøraust-Noreg,UniversitetetiSørøst-Norge
7007,NTNUHandelshøgskulen,NTNUHandelshøyskolen
7008,Framandspråksenteret,Fremmedspråksenteret
7009,UniversitetetiTromsø–Noregsarktiskeuniversitet,UniversitetetiTromsø–Norgesarktiskeuniversitet
7010,Noregsarktiskeuniversitet,Norgesarktiskeuniversitet
7011,Nasjonaltsenterforfleirkulturellopplæring,Nasjonaltsenterforflerkulturellopplæring
7012,Nasjonaltsenterforframandspråkiopplæringa,Nasjonaltsenterforfremmedspråkiopplæringen
7013,Nasjonaltsenterforkunstogkulturiopplæringa,Nasjonaltsenterforkunstogkulturiopplæringen
7014,Nasjonaltsenterforleseopplæringogleseforsking,Nasjonaltsenterforleseopplæringogleseforskning
7015,Nasjonaltsenterfornaturfagiopplæringa,Nasjonaltsenterfornaturfagiopplæringen
7016,Nasjonaltsenterforskriveopplæringogskriveforsking,Nasjonaltsenterforskriveopplæringogskriveforskning
7017,Forbrukarombodet,Forbrukerombudet
7018,nasjonaltklageorganforhelsetenesta,nasjonaltklageorganforhelsetjenesten
7019,Vitskapskomiteenformattryggleik,Vitenskapskomiteenformattrygghet
7020,Dennasjonaleeiningarettamotorganisertogannanalvorlegkriminalitet,Dennasjonaleenhetforbekjempelseavorganisertogannenalvorligkriminalitet
7021,Densentraleeiningaforetterforskingogpåtaleavøkonomiskkriminalitetogmiljøkriminalitet,Densentraleenhetforetterforskningogpåtaleavøkonomiskkriminalitetogmiljøkriminalitet
7022,Servicesenteretfordepartementa,Departementenesservicesenter
7023,Rikskonsertane,Rikskonsertene
7024,Nasjonaltsenterforfellessystemogtenesterforforskingogstudium–CERES,Nasjonaltsenterforfellessystemerogtjenesterforforskningogstudier–CERES
7025,"tidlegareVox,nasjonaltfagorganforkompetansepolitikk","tidligereVox,nasjonaltfagorganforkompetansepolitikk"
7026,EOS-utvalet,EOS-utvalget
7027,vitskapleghøgskoleilogistikk,vitenskapelighøgskoleilogistikk
7028,Verdsnaturfondet,Verdensnaturfond
7029,Verdasnaturfond,Verdensnaturfond
7030,Jorda,Jorden
7031,Denmuslimskebrorskapen,Detmuslimskebrorskapet
7032,Raudekrossen,RødeKors
7033,innfødd,innfødt
7034,eineveldig,eneveldig
7035,forakteleg,foraktelig
7036,førstnemnd,førstnevnt
7037,heilnorsk,helnorsk
7038,høgdramatisk,høydramatisk
7039,høgrepopulistisk,høyrepopulistisk
7040,innanriks,innenriks
7041,innledande,innledende
7042,innleiande,innledende
7043,djuptpløyande,dyptpløyende
7044,medvitsutvidande,bevissthetsutvidende
7045,klimastreikande,klimastreikende
7046,lydlaus,lydløs
7047,marketen,markspist
7048,nyopprykt,nyopprykket
7049,sjølvberga,selvberget
7050,søkkande,synkende
7051,uventa,uforutsett
7052,lågmælt,lavmælt
7053,laurdagsopen,lørdagsåpen
7054,straffeskjerpande,straffeskjerpende
7055,tryggleiksskapande,trygghetsskapende
7056,verdsleiande,verdensledende
7057,mange,gjentatt
7058,underliggande,underliggende
7059,betinga,betinget
7060,avtroppande,avtroppende
7061,streikeramma,streikerammet
7062,bortkasta,bortkastet
7063,ubekrefta,ubekreftet
7064,nyutvikla,nyutviklet
7065,framtidsretta,fremtidsrettet
7066,finmaska,finmasket
7067,einsarta,ensartet
7068,framandarta,fremmedartet
7069,berettiga,berettiget
7070,uberettiga,uberettiget
7071,truverdig,troverdig
7072,velståande,velstående
7073,nærståande,nærstående
7074,fordomsfull,forutinntatt
7075,tvilsam,tvilsom
7076,mistenksam,mistenksom
7077,studieførebuande,studieforberedende
7078,myndigheitsassistert,myndighetsassistert
7079,brukarassistert,brukerassistert
7080,mangfaldig,mangfoldig
7081,saudileidd,saudiledet
7082,sørgåande,sørgående
7083,valdsutsett,voldsutsatt
7084,helsefarleg,helsefarlig
7085,høgreorientert,høyreorientert
7086,påtaleansvarleg,påtaleansvarlig
7087,jambyrdig,jevnbyrdig
7088,ikkje-statleg,ikke-statlig
7089,ikkje-kommersiell,ikke-kommersiell
7090,framandspråkleg,fremmedspråklig
7091,yrkesførebuande,yrkesforberedende
7092,vassboren,vannbåren
7093,utgåande,utgående
7094,tvitydig,tvetydig
7095,ugild,inhabil
7096,målgivande,målgivende
7097,ikkjekvotepliktig,ikkekvotepliktig
7098,særeigen,særegen
7099,kostnadsreduserande,kostnadsreduserende
7100,konfliktdempande,konfliktdempende
7101,beinete,benete
7102,breistripete,bredstripete
7103,bråkete,asete
7104,bølgjete,bølgete
7105,disig,disete
7106,doggete,duggete
7107,eirete,irrete
7108,feittete,fettete
7109,freknete,fregnete
7110,gapen,gapete
7111,grasete,gressete
7112,grautete,grøtete
7113,greinete,grenete
7114,holete,hullete
7115,krunglete,kronglete
7116,kvalpete,hvalpete
7117,mjølete,melete
7118,moldete,muldete
7119,rivnete,revnete
7120,sipete,sippete
7121,skya,skyete
7122,stokkete,stakkete
7123,rutete,ternete
7124,terningforma,ternete
7125,tertefin,tertete
7126,bemidla,bemidlet
7127,bleikfeit,blekfet
7128,eigenutvikla,egenutviklet
7129,ferdigstrikka,ferdigstrikket
7130,ferdigutdanna,ferdigutdannet
7131,fleirledda,flerleddet
7132,frådragsberettiga,fradragsberettiget
7133,godhjarta,godhjertet
7134,handlingslamma,handlingslammet
7135,hardnakka,hardnakket
7136,hesteskoforma,hesteskoformet
7137,høgtlønna,høytlønnet
7138,innpakka,innpakket
7139,kriseramma,kriserammet
7140,kulturbetinga,kulturbetinget
7141,lyshåra,lyshåret
7142,mandelforma,mandelformet
7143,nybada,nybadet
7144,overarbeida,overarbeidet
7145,samankrølla,sammenkrøllet
7146,sekskanta,sekskantet
7147,slukøyra,slukøret
7148,smalspora,smalsporet
7149,spesialinnreia,spesialinnredet
7150,spesialutdanna,spesialutdannet
7151,stjernespekka,stjernespekket
7152,strihåra,strihåret
7153,sjuarma,syvarmet
7154,toppseeda,toppseedet
7155,tosifra,tosifret
7156,ellevesifra,ellevesifret
7157,tveegga,tveegget
7158,ubeseira,ubeseiret
7159,utantap,ubeseiret
7160,udempa,udempet
7161,umerka,umerket
7162,utflytta,utflyttet
7163,utringa,utringet
7164,uutdanna,uutdannet
7165,velforma,velformet
7166,veltilpassa,veltilpasset
7167,bevinga,bevinget
7168,breispora,bredsporet
7169,femkanta,femkantet
7170,fullrigga,fullrigget
7171,grønfarga,grønnfarget
7172,gudbenåda,gudbenådet
7173,kvitskjegga,hvitskjegget
7174,kortfatta,kortfattet
7175,langfingra,langfingret
7176,lansettforma,lansettformet
7177,lettliva,lettlivet
7178,likearta,likeartet
7179,oppstykka,oppstykket
7180,oppsvulma,oppsvulmet
7181,overskya,overskyet
7182,partåa,partået
7183,rettvinkla,rettvinklet
7184,ruhåra,ruhåret
7185,sirkelforma,sirkelformet
7186,smalblada,smalbladet
7187,straumlinjeforma,strømlinjeformet
7188,straumlinja,strømlinjet
7189,tvekjønna,tvekjønnet
7190,tjukkhuda,tykkhudet
7191,uordna,uordnet
7192,usminka,usminket
7193,utvatna,utvannet
7194,utvaska,utvasket
7195,velordna,velordnet
7196,verdilada,verdiladet
7197,V-forma,V-formet
7198,afasiramma,afasirammet
7199,borgarkrigsherja,borgerkrigsherjet
7200,eigenarta,egenartet
7201,fleirfarga,flerfarget
7202,forstokka,forstokket
7203,hardbarka,hardbarket
7204,nyerverva,nyervervet
7205,nysmitta,nysmittet
7206,rosafarga,rosafarget
7207,toegga,toegget
7208,einspora,ensporet
7209,fullada,fulladet
7210,heimestrikka,hjemmestrikket
7211,klåfingra,klåfingret
7212,nakenfrøa,nakenfrøet
7213,rettlinja,rettlinjet
7214,rombeforma,rombeformet
7215,samanfolda,sammenfoldet
7216,sandfarga,sandfarget
7217,spesiallaga,spesiallaget
7218,ubesudla,ubesudlet
7219,velbegrunna,velbegrunnet
7220,åttekanta,åttekantet
7221,fireblada,firebladet
7222,likesinna,likesinnet
7223,lyshuda,lyshudet
7224,nyvaska,nyvasket
7225,raudprikkete,rødprikkete
7226,seigliva,seiglivet
7227,tilgrisa,tilgriset
7228,ubearbeida,ubearbeidet
7229,uforedla,ubearbeidet
7230,vellaga,vellaget
7231,berykta,beryktet
7232,feberheit,feberhet
7233,femblada,fembladet
7234,kjegleforma,kjegleformet
7235,krigsherja,krigsherjet
7236,raudruta,rødrutet
7237,sølvfarga,sølvfarget
7238,ukjønna,ukjønnet
7239,ulønna,ulønnet
7240,vennligsinna,vennligsinnet
7241,avslappa,avslappet
7242,finkorna,finkornet
7243,firesylindra,firesylindret
7244,forkrøpla,forkrøplet
7245,storarta,storartet
7246,einegga,enegget
7247,grovkorna,grovkornet
7248,kuleforma,kuleformet
7249,nedstøva,nedstøvet
7250,kortliva,kortlivet
7251,nyoppdaga,nyoppdaget
7252,sekssylindra,sekssylindret
7253,vellagra,vellagret
7254,einsfarga,ensfarget
7255,nystarta,nystartet
7256,oppdikta,oppdiktet
7257,pukkelrygga,pukkelrygget
7258,uføretrygda,uføretrygdet
7259,velutdanna,velutdannet
7260,greinete,grenete
7261,etterlengta,etterlengtet
7262,tohoda,tohodet
7263,trehoda,trehodet
7264,ubehandla,ubehandlet
7265,nyoppussa,nyoppusset
7266,fleircella,flercellet
7267,kjensleladd,følelsesladet
7268,korthåra,korthåret
7269,ubevæpna,ubevæpnet
7270,uvæpna,ubevæpnet
7271,eincella,encellet
7272,trekanta,trekantet
7273,kvitstripete,hvitstripete
7274,tynnhuda,tynnhudet
7275,velutvikla,velutviklet
7276,kjønna,kjønnet
7277,uoppdaga,uoppdaget
7278,begava,begavet
7279,gloheit,glohet
7280,langhåra,langhåret
7281,raudhåra,rødhåret
7282,einfrøblada,enfrøbladet
7283,mørkhuda,mørkhudet
7284,nyutdanna,nyutdannet
7285,lågtlønna,lavtlønnet
7286,tofrøblada,tofrøbladet
7287,gråspragla,gråspraglet
7288,ledda,leddet
7289,begeistra,henrykt
7290,begeistra,begeistret
7291,julepynta,julepyntet
7292,glasaktig,glassaktig
7293,blodfortynnande,blodfortynnende
7294,uførebudd,uforberedt
7295,førebudd,beredt
7296,rotlaus,rotløs
7297,resultatlaus,resultatløs
7298,meningslaus,meningsløs
7299,meiningslaus,meningsløs
7300,meiningslaus,meiningsløs
7301,landbruksvitskapleg,landbruksvitenskapelig
7302,landbruksvitskapeleg,landbruksvitenskapelig
7303,musikkvitskapleg,musikkvitenskapelig
7304,musikkvitskapeleg,musikkvitenskapelig
7305,naturvitskapleg,naturvitenskapelig
7306,naturvitskapeleg,naturvitenskapelig
7307,populærvitskapleg,populærvitenskapelig
7308,populærvitskapeleg,populærvitenskapelig
