forbløffet,36.0
forbudt,19.0
Stå,12.0
DÅRLIG,1.0
Dermed,25.0
Ditt,10.0
Dropp,2.0
Dunk,3.0
Døra,45.0
Etter,465.0
EKSPLODERE,1.0
ELLER,12.0
ET,12.0
ETTER,8.0
Effekten,3.0
Ei,3.0
DETTE,10.0
DET,104.0
Bestemors,2.0
Bli,47.0
Boken,12.0
Bra,119.0
Brannen,1.0
Brun,2.0
BØR,3.0
DAG,11.0
DAGEN,1.0
DAGLIG,1.0
DAHL,1.0
GYLDENDAL,13.0
Gjett,11.0
Godt,42.0
Gutten,51.0
Gutter,15.0
Gyldendals,13.0
GANGER,1.0
Følg,16.0
Får,48.0
Få,80.0
Fikk,33.0
Fordi,196.0
Foreldrene,81.0
Forlag,18.0
Forrige,8.0
Fra,185.0
Fram,18.0
Frisk,1.0
FÅ,4.0
Barn,16.0
34,27.0
2015,47.0
23,33.0
23.,6.0
25,36.0
26,31.0
28,25.0
29,29.0
30,31.0
32,33.0
37,26.0
52,21.0
38,26.0
4.,17.0
41,25.0
43,26.0
45,29.0
48,26.0
5,84.0
50,32.0
2014,12.0
20,49.0
2.,49.0
2,113.0
+,27.0
.4,1.0
0,82.0
05,15.0
1.,35.0
10.,5.0
102,18.0
103,22.0
105,21.0
11.,11.0
12.,4.0
14.,8.0
140,16.0
19,43.0
1942.,2.0
1982,1.0
1990,2.0
51,23.0
57,21.0
Amber,27.0
Afrika,7.0
All,55.0
Allerede,23.0
Alma,2.0
Altså,146.0
Ansiktet,115.0
59,24.0
At,373.0
Av,162.0
BARE,9.0
BERØMTE,1.0
BLIR,6.0
AT,15.0
6.,7.0
62,19.0
63,18.0
66,24.0
74,22.0
78,18.0
8.,5.0
83,29.0
84,21.0
9.,6.0
90,40.0
96,20.0
97,19.0
978,21.0
=,136.0
>,190.0
A/S,12.0
AGaramond,1.0
HELE,3.0
Om,180.0
Omslagsillustrasjon,7.0
Opp,19.0
Originalens,10.0
Oversatt,15.0
PEPPER,1.0
PR,2.0
Papir,22.0
Pass,21.0
Peil,2.0
Print,2.0
Problemet,22.0
Prøv,30.0
OVER,2.0
OGSÅ,1.0
Nydelig,2.0
Nedover,4.0
Mamma,651.0
Mark,55.0
Mary,79.0
Massevis,3.0
Meget,2.0
Mer,77.0
Moren,173.0
MÅ,15.0
N,23.0
Nebbet,1.0
PÅ,68.0
ROSA,1.0
Ser,163.0
SVAKE,1.0
Sa,46.0
Sakte,16.0
Sammenlignet,5.0
Sats,18.0
Seiv,393.0
Sett,39.0
Si,104.0
Sjokket,2.0
Skal,259.0
Slapp,34.0
Slutt,59.0
Rent,7.0
Rett,60.0
Roe,1.0
Rør,2.0
S,52.0
SOM,35.0
MINUTTER,1.0
METER,1.0
Herlighet,1.0
Hurra,6.0
Hyllene,1.0
HÅRET,2.0
Høyt,9.0
ISBN,21.0
Il,1.0
Heldigvis,63.0
HOLD,10.0
HS-Repro,12.0
HUNDER,1.0
HVER,1.0
HVIS,9.0
Ha,103.0
Halleluja,1.0
Hei,423.0
LETT,2.0
Latvia,3.0
Livonia,2.0
Loftet,1.0
London,37.0
Ltd,2.0
Lufta,13.0
Lyden,48.0
Løp,13.0
Innholdet,3.0
Jonathan,62.0
Kjemme,1.0
Kjære,59.0
stanser,88.0
hei,116.0
smak,45.0
smakt,14.0
smakte,24.0
smalt,42.0
smelte,44.0
smelter,14.0
smil,302.0
smilet,128.0
smilt,12.0
smør,9.0
spesielt,247.0
smøre,10.0
snappet,37.0
snurret,54.0
sommer,62.0
sommerferie,3.0
sopp,4.0
sovet,80.0
slått,139.0
slutte,215.0
skyer,20.0
skylden,10.0
skyller,19.0
skynder,71.0
skyndte,82.0
skål,20.0
skålen,9.0
slag,92.0
slaget,36.0
slikket,27.0
slikt,35.0
slimete,3.0
slipestein,1.0
slippe,220.0
slipper,256.0
slitsom,4.0
slo,378.0
spankulerende,1.0
spille,174.0
skvalpe,2.0
stolt,120.0
stinker,22.0
stirre,104.0
stirrende,7.0
stive,24.0
stivt,50.0
stjerneskudd,2.0
stoff,24.0
stokk,10.0
straffet,16.0
spiskammer,1.0
stram,26.0
streng,35.0
strikk,2.0
strittende,5.0
strømmen,43.0
stygg,30.0
stykker,119.0
stykket,57.0
stikkende,16.0
sterke,92.0
stengt,56.0
sporløst,1.0
sprayet,5.0
sprut,5.0
sprutet,37.0
sprøstekt,1.0
spørsmål,278.0
stadig,202.0
stakk,234.0
stakkars,71.0
stammet,36.0
stand,126.0
stang,12.0
stanken,16.0
stans,2.0
stanse,31.0
stappe,11.0
stekepanne,3.0
sky,41.0
radiatoren,1.0
ryggraden,26.0
ryggstøet,2.0
rykket,84.0
rå,29.0
rød,150.0
rødglødende,5.0
rødt,63.0
rører,81.0
sekunder,209.0
saft,10.0
saften,1.0
saken,102.0
samling,24.0
sammenkrøpet,15.0
sank,89.0
sannsynligvis,132.0
sant,917.0
ryggen,501.0
rydder,15.0
rottene,8.0
rotte,5.0
rare,72.0
rart,321.0
rask,79.0
raskt,284.0
redselsfulle,4.0
regne,64.0
rektor,28.0
rene,43.0
renne,52.0
rense,6.0
resten,228.0
resultatet,22.0
riktige,52.0
ringte,284.0
roet,45.0
rollen,39.0
roser,13.0
roter,24.0
seilte,4.0
selleristang,1.0
skurk,4.0
skjønte,434.0
skarpe,67.0
skarpt,62.0
skitne,61.0
skjedd,336.0
skjedde,501.0
skjelve,25.0
skjøt,70.0
skolen,885.0
skramler,2.0
skremme,44.0
skremte,31.0
skriver,179.0
skrutrekker,4.0
skapninger,22.0
skalv,111.0
skakket,11.0
skaffet,22.0
sement,1.0
sende,107.0
sendt,92.0
september,39.0
setning,26.0
setningen,64.0
setter,737.0
sier,7817.0
sigarett,22.0
sinne,64.0
sitter,766.0
sittet,111.0
sjanse,152.0
sjokkerende,12.0
sjokoladen,12.0
skade,112.0
styrtende,3.0
vervet,5.0
vedder,21.0
veivet,20.0
ven,13.0
venn,213.0
vennlige,22.0
verdenskrig,10.0
verre,247.0
verste,191.0
veterinæren,2.0
virkningen,8.0
videre,440.0
vidt,286.0
viktig,223.0
vilje,69.0
vill,41.0
vingene,106.0
vinket,73.0
vinteren,28.0
vippet,28.0
vedde,30.0
vasket,43.0
vasken,43.0
ungdom,23.0
unge,129.0
usynlige,61.0
utbruddet,6.0
utendørs,14.0
utforske,21.0
utover,149.0
utrolig,391.0
uvane,1.0
v,89.0
vagget,2.0
valdet,1.0
valgte,89.0
varene,10.0
varer,37.0
varmen,89.0
vips,8.0
virvlende,16.0
stående,294.0
Æsj,28.0
Øynene,182.0
åpne,273.0
årevis,33.0
é,11.0
ødelegger,49.0
økte,18.0
vise,292.0
ønske,438.0
øret,187.0
øyeblikkelig,28.0
øyet,76.0
€,5.0
■,251.0
♦,19.0
£,37.0
|,189.0
visst,390.0
vits,57.0
vokst,39.0
voldsomme,14.0
vraket,16.0
vred,82.0
vrir,58.0
vrøvl,4.0
vv,2.0
våken,96.0
våkne,77.0
våre,362.0
vær,227.0
værs,25.0
væske,22.0
yngre,62.0
ynkelig,10.0
{,11.0
ung,103.0
undret,8.0
undersiden,4.0
søte,54.0
søtt,52.0
taksteinene,1.0
tapper,12.0
tar,1716.0
tau,20.0
tent,35.0
tente,32.0
ti,275.0
underlig,49.0
ti.,26.0
tide,115.0
tidsskrifter,2.0
tilhørte,48.0
tillegg,143.0
tittel,17.0
søt,109.0
søsken,17.0
sår,36.0
sytti,9.0
støte,3.0
