
"

;; The original files now contained in this single file include, in addition
;; to the verb irregular, the following:
;; pl_def_f_subst.irreg
;; pl_def_m_subst.irreg
;; pl_def_n_subst.irreg
;; pl_ind_f_subst.irreg
;; pl_ind_m_subst.irreg
;; pl_ind_n_subst.irreg
;; sg_def_f_subst.irreg
;; sg_def_m_subst.irreg
;; sg_def_n_subst.irreg

;;;;;;;;;; Verbs ;;;;;;;;;;


skar pret-nonfstr_infl_rule skjære
skåret ppart-nonfstr_infl_rule skjære
avskar pret-nonfstr_infl_rule avskjære
avskåret ppart-nonfstr_infl_rule avskjære
beskar pret-nonfstr_infl_rule beskjære
beskåret ppart-nonfstr_infl_rule beskjære
tilskar pret-nonfstr_infl_rule tilskjære
tilskåret ppart-nonfstr_infl_rule tilskjære
gjennomskar pret-nonfstr_infl_rule gjennomskjære
gjennomskåret ppart-nonfstr_infl_rule gjennomskjære
omskar pret-nonfstr_infl_rule omskjære
omskåret ppart-nonfstr_infl_rule omskjære

sang pret-nonfstr_infl_rule synge
sunget ppart-nonfstr_infl_rule synge
avsang pret-nonfstr_infl_rule avsynge
avsunget ppart-nonfstr_infl_rule avsynge
besang pret-nonfstr_infl_rule besynge
besunget ppart-nonfstr_infl_rule besynge


falt pret-nonfstr_infl_rule falle
falt ppart-nonfstr_infl_rule falle
bifalt pret-nonfstr_infl_rule bifalle
bifalte pret-nonfstr_infl_rule bifalle
bifalt ppart-nonfstr_infl_rule bifalle
bønnfalt pret-nonfstr_infl_rule bønnfalle
bønnfalte pret-nonfstr_infl_rule bønnfalle
bønnfalt ppart-nonfstr_infl_rule bønnfalle
forfalt pret-nonfstr_infl_rule forfalle
forfalt ppart-nonfstr_infl_rule forfalle
tilfalt pret-nonfstr_infl_rule tilfalle
tilfalt ppart-nonfstr_infl_rule tilfalle



bet pret-nonfstr_infl_rule bite
bitt ppart-nonfstr_infl_rule bite
avbet pret-nonfstr_infl_rule avbite
avbitt ppart-nonfstr_infl_rule avbite

enedes pret-nonfstr_infl_rule enes
entes pret-nonfstr_infl_rule enes
enedes ppart-nonfstr_infl_rule enes
entes ppart-nonfstr_infl_rule enes

svant pret-nonfstr_infl_rule svinne
svunnet ppart-nonfstr_infl_rule svinne
forsvant pret-nonfstr_infl_rule forsvinne
forsvunnet ppart-nonfstr_infl_rule forsvinne

vant pret-nonfstr_infl_rule vinne
vunnet ppart-nonfstr_infl_rule vinne
overvant pret-nonfstr_infl_rule overvinne
overvunnet ppart-nonfstr_infl_rule overvinne

stilte pret-nonfstr_infl_rule stille
stillet pret-nonfstr_infl_rule stille
stilt ppart-nonfstr_infl_rule stille
stillet ppart-nonfstr_infl_rule stille
forestilte pret-nonfstr_infl_rule forestille
forestillet pret-nonfstr_infl_rule forestille
forestilt ppart-nonfstr_infl_rule forestille
forestillet ppart-nonfstr_infl_rule forestille
framstilte pret-nonfstr_infl_rule framstille
framstillet pret-nonfstr_infl_rule framstille
framstilt ppart-nonfstr_infl_rule framstille
framstillet ppart-nonfstr_infl_rule framstille
fremstilte pret-nonfstr_infl_rule fremstille
fremstillet pret-nonfstr_infl_rule fremstille
fremstilt ppart-nonfstr_infl_rule fremstille
fremstillet ppart-nonfstr_infl_rule fremstille
bestilte pret-nonfstr_infl_rule bestille
bestilt ppart-nonfstr_infl_rule bestille

kjente pret-nonfstr_infl_rule kjenne
kjent ppart-nonfstr_infl_rule kjenne

led pret-nonfstr_infl_rule lide
lidde pret-nonfstr_infl_rule lide
lidd ppart-nonfstr_infl_rule lide
lidt ppart-nonfstr_infl_rule lide

nøt pret-nonfstr_infl_rule nyte
nytt ppart-nonfstr_infl_rule nyte

seg pret-nonfstr_infl_rule sige
seget ppart-nonfstr_infl_rule sige

skjøt pret-nonfstr_infl_rule skyte
skutt ppart-nonfstr_infl_rule skyte

smøg pret-nonfstr_infl_rule smyge
smøget ppart-nonfstr_infl_rule smyge

snek pret-nonfstr_infl_rule snike
sneket ppart-nonfstr_infl_rule snike

smurte pret-nonfstr_infl_rule smøre
smurt ppart-nonfstr_infl_rule smøre

spør pres-infl_rule spørre
spurte pret-nonfstr_infl_rule spørre
spurt ppart-nonfstr_infl_rule spørre
utspurte pret-nonfstr_infl_rule utspørre
utspurt ppart-nonfstr_infl_rule utspørre

rakte pret-nonfstr_infl_rule rekke
strakk pret-nonfstr_infl_rule strekke
strukket ppart-nonfstr_infl_rule strekke
utstrakk pret-nonfstr_infl_rule utstrekke
utstrukket ppart-nonfstr_infl_rule utstrekke
forstrakk pret-nonfstr_infl_rule forstrekke
forstrukket ppart-nonfstr_infl_rule forstrekke
rukket ppart-nonfstr_infl_rule rekke

talte pret-nonfstr_infl_rule telle
telte pret-nonfstr_infl_rule telle
talt ppart-nonfstr_infl_rule telle
telt ppart-nonfstr_infl_rule telle
fortalte pret-nonfstr_infl_rule fortelle
fortelte pret-nonfstr_infl_rule fortelle
fortalt ppart-nonfstr_infl_rule fortelle
fortelt ppart-nonfstr_infl_rule fortelle
opptalte pret-nonfstr_infl_rule opptelle
opptelte pret-nonfstr_infl_rule opptelle
opptalt ppart-nonfstr_infl_rule opptelle
opptelt ppart-nonfstr_infl_rule opptelle
nedtelte pret-nonfstr_infl_rule nedtelle
nedtelt ppart-nonfstr_infl_rule nedtelle


traff pret-nonfstr_infl_rule treffe
truffet ppart-nonfstr_infl_rule treffe
inntraff pret-nonfstr_infl_rule inntreffe
inntruffet ppart-nonfstr_infl_rule inntreffe

;pret-nonfstr_infl_rule
;ppart-nonfstr_infl_rule

;;;;;;;;;
ga pret-finalstr_infl_rule gi
gav pret-finalstr_infl_rule gi
gitt ppart-finalstr-tt_infl_rule gi
bega pret-finalstr_infl_rule begi
begav pret-finalstr_infl_rule begi
begitt ppart-finalstr-tt_infl_rule begi
anga pret-finalstr_infl_rule angi
angav pret-finalstr_infl_rule angi
angitt ppart-finalstr-tt_infl_rule angi
avga pret-finalstr_infl_rule avgi
avgav pret-finalstr_infl_rule avgi
avgitt ppart-finalstr-tt_infl_rule avgi
gjenga pret-finalstr_infl_rule gjengi
gjengav pret-finalstr_infl_rule gjengi
gjengitt ppart-finalstr-tt_infl_rule gjengi
grunnga pret-finalstr_infl_rule grunngi
grunngav pret-finalstr_infl_rule grunngi
grunngitt ppart-finalstr-tt_infl_rule grunngi
tilga pret-finalstr_infl_rule tilgi
tilgav pret-finalstr_infl_rule tilgi
tilgitt ppart-finalstr-tt_infl_rule tilgi
forega pret-finalstr_infl_rule foregi
foregav pret-finalstr_infl_rule foregi
foregitt ppart-finalstr-tt_infl_rule foregi
overga pret-finalstr_infl_rule overgi
overgav pret-finalstr_infl_rule overgi
overgitt ppart-finalstr-tt_infl_rule overgi
omga pret-finalstr_infl_rule omgi
omgav pret-finalstr_infl_rule omgi
omgitt ppart-finalstr-tt_infl_rule omgi
oppga pret-finalstr_infl_rule oppgi
oppgav pret-finalstr_infl_rule oppgi
oppgitt ppart-finalstr-tt_infl_rule oppgi
tilkjennega pret-finalstr_infl_rule tilkjennegi
tilkjennegav pret-finalstr_infl_rule tilkjennegi
tilkjennegitt ppart-finalstr-tt_infl_rule tilkjennegi
utga pret-finalstr_infl_rule utgi
utgav pret-finalstr_infl_rule utgi
utgitt ppart-finalstr-tt_infl_rule utgi


slo pret-finalstr_infl_rule slå
slått ppart-finalstr-tt_infl_rule slå
anslo pret-finalstr_infl_rule anslå
anslått ppart-finalstr-tt_infl_rule anslå
avslo pret-finalstr_infl_rule avslå
avslått ppart-finalstr-tt_infl_rule avslå
fastslo pret-finalstr_infl_rule fastslå
fastslått ppart-finalstr-tt_infl_rule fastslå
foreslo pret-finalstr_infl_rule foreslå
foreslått ppart-finalstr-tt_infl_rule foreslå
istykkerslo pret-finalstr_infl_rule istykkerslå
istykkerslått ppart-finalstr-tt_infl_rule istykkerslå

tok pret-finalstr_infl_rule ta
antok pret-finalstr_infl_rule anta
avtok pret-finalstr_infl_rule avta
betok pret-finalstr_infl_rule beta
bergtok pret-finalstr_infl_rule bergta
foretok pret-finalstr_infl_rule foreta
godtok pret-finalstr_infl_rule godta
gjentok pret-finalstr_infl_rule gjenta
inntok pret-finalstr_infl_rule innta
ivaretok pret-finalstr_infl_rule ivareta
mottok pret-finalstr_infl_rule motta
opptok pret-finalstr_infl_rule oppta
tiltok pret-finalstr_infl_rule tilta
overtok pret-finalstr_infl_rule overta
påtok pret-finalstr_infl_rule påta
vedtok pret-finalstr_infl_rule vedta



så pret-finalstr_infl_rule se
sett ppart-finalstr-tt_infl_rule se
anså pret-finalstr_infl_rule anse
ansett ppart-finalstr-tt_infl_rule anse
avså pret-finalstr_infl_rule avse
avsett ppart-finalstr-tt_infl_rule avse
innså pret-finalstr_infl_rule innse
innsett ppart-finalstr-tt_infl_rule innse
tilså pret-finalstr_infl_rule tilse
tilsett ppart-finalstr-tt_infl_rule tilse
tilgodeså pret-finalstr_infl_rule tilgodese
tilgodesett ppart-finalstr-tt_infl_rule tilgodese
overså pret-finalstr_infl_rule overse
oversett ppart-finalstr-tt_infl_rule overse



sto pret-finalstr_infl_rule stå
stod pret-finalstr_infl_rule stå
stått ppart-finalstr-tt_infl_rule stå
avsto pret-finalstr_infl_rule avstå
avstod pret-finalstr_infl_rule avstå
avstått ppart-finalstr-tt_infl_rule avstå
framsto pret-finalstr_infl_rule framstå
framstod pret-finalstr_infl_rule framstå
framstått ppart-finalstr-tt_infl_rule framstå
fremsto pret-finalstr_infl_rule fremstå
fremstod pret-finalstr_infl_rule fremstå
fremstått ppart-finalstr-tt_infl_rule fremstå
forsto pret-finalstr_infl_rule forstå
forstod pret-finalstr_infl_rule forstå
forstått ppart-finalstr-tt_infl_rule forstå
gjensto pret-finalstr_infl_rule gjenstå
gjenstod pret-finalstr_infl_rule gjenstå
gjenstått ppart-finalstr-tt_infl_rule gjenstå
oppsto pret-finalstr_infl_rule oppstå
oppstod pret-finalstr_infl_rule oppstå
oppstått ppart-finalstr-tt_infl_rule oppstå
påsto pret-finalstr_infl_rule påstå
påstod pret-finalstr_infl_rule påstå
påstått ppart-finalstr-tt_infl_rule påstå
tilsto pret-finalstr_infl_rule tilstå
tilstod pret-finalstr_infl_rule tilstå
tilstått ppart-finalstr-tt_infl_rule tilstå


dro pret-finalstr_infl_rule dra
drog pret-finalstr_infl_rule dra
dradd ppart-finalstr-dd_infl_rule dra
dratt ppart-finalstr-tt_infl_rule dra
bedro pret-finalstr_infl_rule bedra
bedrog pret-finalstr_infl_rule bedra
bedradd ppart-finalstr-dd_infl_rule bedra
bedratt ppart-finalstr-tt_infl_rule bedra
bidro pret-finalstr_infl_rule bidra
bidrog pret-finalstr_infl_rule bidra
bidradd ppart-finalstr-dd_infl_rule bidra
bidratt ppart-finalstr-tt_infl_rule bidra
fordro pret-finalstr_infl_rule fordra
fordrog pret-finalstr_infl_rule fordra
fordradd ppart-finalstr-dd_infl_rule fordra
fordratt ppart-finalstr-tt_infl_rule fordra
foredro pret-finalstr_infl_rule foredra
foredrog pret-finalstr_infl_rule foredra
foredradd ppart-finalstr-dd_infl_rule foredra
foredratt ppart-finalstr-tt_infl_rule foredra
tildro pret-finalstr_infl_rule tildra
tildrog pret-finalstr_infl_rule tildra
tildradd ppart-finalstr-dd_infl_rule tildra
tildratt ppart-finalstr-tt_infl_rule tildra
oppdro pret-finalstr_infl_rule oppdra
oppdrog pret-finalstr_infl_rule oppdra
oppdradd ppart-finalstr-dd_infl_rule oppdra
oppdratt ppart-finalstr-tt_infl_rule oppdra

gikk pret-finalstr_infl_rule gå
begikk pret-finalstr_infl_rule begå
avgikk pret-finalstr_infl_rule avgå
foregikk pret-finalstr_infl_rule foregå
omgikk pret-finalstr_infl_rule omgå
undergikk pret-finalstr_infl_rule undergå
forbigikk pret-finalstr_infl_rule forbigå
ettergikk pret-finalstr_infl_rule ettergå

sier pres-infl_rule si
sa pret-finalstr_infl_rule si
sagt ppart-finalstr-tt_infl_rule si
avsier pres-infl_rule si
avsa pret-finalstr_infl_rule avsi
avsagt ppart-finalstr-tt_infl_rule avsi
forutsier pres-infl_rule si
forutsa pret-finalstr_infl_rule forutsi
forutsagt ppart-finalstr-tt_infl_rule forutsi
tilsier pres-infl_rule si
tilsa pret-finalstr_infl_rule tilsi
tilsagt ppart-finalstr-tt_infl_rule tilsi
motsier pres-infl_rule si
motsa pret-finalstr_infl_rule motsi
motsagt ppart-finalstr-tt_infl_rule motsi
utsier pres-infl_rule si
utsa pret-finalstr_infl_rule utsi
utsagt ppart-finalstr-tt_infl_rule utsi


trådte pret-finalstr_infl_rule tre
trådt ppart-finalstr-tt_infl_rule tre
trådte pret-finalstr_infl_rule trede
trådt ppart-finalstr-tt_infl_rule trede
betrådte pret-nonfstr_infl_rule betrede
betrådt ppart-nonfstr_infl_rule betrede
betrådte pret-nonfstr_infl_rule betre
betrådt ppart-nonfstr_infl_rule betre
framtrådte pret-finalstr_infl_rule framtre
framtrådt ppart-finalstr-tt_infl_rule framtre
fremtrådte pret-finalstr_infl_rule fremtre
fremtrådt ppart-finalstr-tt_infl_rule fremtre
fremtrådte pret-finalstr_infl_rule fremtrede
fremtrådt ppart-finalstr-tt_infl_rule fremtrede
foretrådte pret-finalstr_infl_rule foretre
foretrådt ppart-finalstr-tt_infl_rule foretre
foretrådte pret-finalstr_infl_rule foretrede
foretrådt ppart-finalstr-tt_infl_rule foretrede
tiltrådte pret-finalstr_infl_rule tiltre
tiltrådt ppart-finalstr-tt_infl_rule tiltre
tiltrådte pret-finalstr_infl_rule tiltrede
tiltrådt ppart-finalstr-tt_infl_rule tiltrede
overtrådte pret-finalstr_infl_rule overtre
overtrådt ppart-finalstr-tt_infl_rule overtre
opptrådte pret-finalstr_infl_rule opptre
opptrådt ppart-finalstr-tt_infl_rule opptre


sloss pret-finalstr_infl_rule slåss
slosset ppart-finalstr-tt_infl_rule slåss

;pret-finalstr_infl_rule
;ppart-finalstr_infl_rule




;;;;;;;;;;;; ADJECTIVES ;;;;;;;;;;;;;;


ok neutsg-adj-nonfstr_infl_rule ok
ok weak-adj-nonfstr_infl_rule ok
ok strongpl-adj-nonfstr_infl_rule ok

lat neutsg-adj-finstr_infl_rule lat

annet neutsg-adj-nonfstr_infl_rule annen
andre weak-adj-nonfstr_infl_rule annen
andre strongpl-adj-nonfstr_infl_rule annen

lite neutsg-adj-nonfstr_infl_rule liten
;lita commsg-adj-nonfstr_infl_rule liten
lille weak-adj-nonfstr_infl_rule liten
små weak-adj-nonfstr_infl_rule liten
små strongpl-adj-nonfstr_infl_rule liten
mindre comp-adj_re-nonfstr_infl_rule liten
minst sup-adj-str_st-nonfstr_infl_rule liten
minste sup-adj-wk_ste-nonfstr_infl_rule liten

ørlite neutsg-adj-nonfstr_infl_rule ørliten
ørlille weak-adj-nonfstr_infl_rule ørliten
ørsmå weak-adj-nonfstr_infl_rule ørliten
ørsmå strongpl-adj-nonfstr_infl_rule ørliten
knøttlite neutsg-adj-nonfstr_infl_rule knøttliten
knøttlille weak-adj-nonfstr_infl_rule knøttliten
knøttsmå weak-adj-nonfstr_infl_rule knøttliten
knøttsmå strongpl-adj-nonfstr_infl_rule knøttliten

bedre comp-adj_ere-finstr_infl_rule god 
best sup-adj-str_est-finstr_infl_rule god
beste sup-adj-wk_este-finstr_infl_rule god

bra neutsg-adj-nonfstr_infl_rule bra
bra weak-adj-nonfstr_infl_rule bra
bra strongpl-adj-nonfstr_infl_rule bra
bedre comp-adj_ere-finstr_infl_rule bra 
best sup-adj-str_est-finstr_infl_rule bra
beste sup-adj-wk_este-finstr_infl_rule bra

lengre comp-adj_ere-finstr_infl_rule lang
lengst sup-adj-str_est-finstr_infl_rule lang
lengste sup-adj-wk_este-finstr_infl_rule lang

yngre comp-adj_ere-finstr_infl_rule ung
yngst sup-adj-str_est-finstr_infl_rule ung
yngste sup-adj-wk_este-finstr_infl_rule ung
tyngre comp-adj_ere-finstr_infl_rule tung
tyngst sup-adj-str_est-finstr_infl_rule tung
tyngste sup-adj-wk_este-finstr_infl_rule tung

større comp-adj_ere-finstr_infl_rule stor
størst sup-adj-str_est-finstr_infl_rule stor
største sup-adj-wk_este-finstr_infl_rule stor

eldre comp-adj_re-nonfstr_infl_rule gammel
eldst sup-adj-str_st-nonfstr_infl_rule gammel
eldste sup-adj-wk_ste-nonfstr_infl_rule gammel

verre comp-adj_ere-finstr_infl_rule vond
vondere comp-adj_ere-finstr_infl_rule vond
verst sup-adj-str_est-finstr_infl_rule vond
vondest sup-adj-str_est-finstr_infl_rule vond
verste sup-adj-wk_este-finstr_infl_rule vond
vondeste sup-adj-wk_este-finstr_infl_rule vond
verre comp-adj_re-nonfstr_infl_rule ille
verst sup-adj-str_st-nonfstr_infl_rule ille
verste sup-adj-wk_ste-nonfstr_infl_rule ille
verre comp-adj_re-nonfstr_infl_rule dårlig
dårligere comp-adj_re-nonfstr_infl_rule dårlig
verst sup-adj-str_st-nonfstr_infl_rule dårlig
dårligst sup-adj-str_st-nonfstr_infl_rule dårlig
verste sup-adj-wk_ste-nonfstr_infl_rule dårlig
dårligste sup-adj-wk_ste-nonfstr_infl_rule dårlig

fremst sup-adj-str_st-nonfstr_infl_rule fremre
fremste sup-adj-wk_ste-nonfstr_infl_rule fremre

lenge neutsg-adj-nonfstr_infl_rule lenge

;; pl_def_f_subst

;; f30
donkraftene sg_def_f_final-full_irule donkraft
marihandene sg_def_f_final-full_irule marihand
løvetannene sg_def_f_final-full_irule løvetann
tvetannene sg_def_f_final-full_irule tvetann
tvitannene sg_def_f_final-full_irule tvitann
markene sg_def_f_final-full_irule merk
rongene sg_def_f_final-full_irule reng

;; f31
blodbokene sg_def_f_final-full_irule blodbok
;bokene sg_def_f_final-full_irule bok
svartebokene sg_def_f_final-full_irule svartebok
notene sg_def_f_final-full_irule not

;; pl_def_m_subst

artillerioffiserene pl_def_m-or-f_final-full_irule artillerioffiser
artiumskarakterene pl_def_m-or-f_final-full_irule artiumskarakter
artskarakterene pl_def_m-or-f_final-full_irule artskarakter
bankierene pl_def_m-or-f_final-full_irule bankier
barberene pl_def_m-or-f_final-full_irule barber
bleserene pl_def_m-or-f_final-full_irule bleser
blindpassasjerene pl_def_m-or-f_final-full_irule blindpassasjer
bordkavalerene pl_def_m-or-f_final-full_irule bordkavaler
brigadeoffiserene pl_def_m-or-f_final-full_irule brigadeoffiser
brigaderene pl_def_m-or-f_final-full_irule brigader
computerene pl_def_m-or-f_final-full_irule computer
croupierene pl_def_m-or-f_final-full_irule croupier
dejeunerene pl_def_m-or-f_final-full_irule dejeuner
dekksoffiserene pl_def_m-or-f_final-full_irule dekksoffiser
dekkspassasjerene pl_def_m-or-f_final-full_irule dekkspassasjer
dinerene pl_def_m-or-f_final-full_irule diner
falkonerene pl_def_m-or-f_final-full_irule falkoner
finerene pl_def_m-or-f_final-full_irule finer
forbindelsesoffiserene pl_def_m-or-f_final-full_irule forbindelsesoffiser
foyerene pl_def_m-or-f_final-full_irule foyer
frelsesarméoffiserene pl_def_m-or-f_final-full_irule frelsesarméoffiser
furerene pl_def_m-or-f_final-full_irule furer
geneverene pl_def_m-or-f_final-full_irule genever
gondolierene pl_def_m-or-f_final-full_irule gondolier
gratispassasjerene pl_def_m-or-f_final-full_irule gratispassasjer
grenaderene pl_def_m-or-f_final-full_irule grenader
harpunerene pl_def_m-or-f_final-full_irule harpuner
heraldikerene pl_def_m-or-f_final-full_irule heraldiker
hovedkarakterene pl_def_m-or-f_final-full_irule hovedkarakter
juvelerene pl_def_m-or-f_final-full_irule juveler
karabinierene pl_def_m-or-f_final-full_irule karabinier
karakterene pl_def_m-or-f_final-full_irule karakter
kavalerene pl_def_m-or-f_final-full_irule kavaler
khmerene pl_def_m-or-f_final-full_irule khmer
kjønnskarakterene pl_def_m-or-f_final-full_irule kjønnskarakter
konferansierene pl_def_m-or-f_final-full_irule konferansier
kryssfinerene pl_def_m-or-f_final-full_irule kryssfiner
kurerene pl_def_m-or-f_final-full_irule kurer
kyrasserene pl_def_m-or-f_final-full_irule kyrasser
liaisonoffiserene pl_def_m-or-f_final-full_irule liaisonoffiser
manerene pl_def_m-or-f_final-full_irule maner
marineoffiserene pl_def_m-or-f_final-full_irule marineoffiser
metierene pl_def_m-or-f_final-full_irule metier
morterene pl_def_m-or-f_final-full_irule morter
musketerene pl_def_m-or-f_final-full_irule musketer
nysgjerrigperene pl_def_m-or-f_final-full_irule nysgjerrigper
offiserene pl_def_m-or-f_final-full_irule offiser
ordenskarakterene pl_def_m-or-f_final-full_irule ordenskarakter
passasjerene pl_def_m-or-f_final-full_irule passasjer
peerene pl_def_m-or-f_final-full_irule peer
perene pl_def_m-or-f_final-full_irule per
pionerene pl_def_m-or-f_final-full_irule pioner
polymerene pl_def_m-or-f_final-full_irule polymer
portierene pl_def_m-or-f_final-full_irule portier
pullerene pl_def_m-or-f_final-full_irule puller
rentierene pl_def_m-or-f_final-full_irule rentier
sambandsoffiserene pl_def_m-or-f_final-full_irule sambandsoffiser
sjøoffiserene pl_def_m-or-f_final-full_irule sjøoffiser
skipsoffiserene pl_def_m-or-f_final-full_irule skipsoffiser
skorsonerene pl_def_m-or-f_final-full_irule skorsoner
stabsoffiserene pl_def_m-or-f_final-full_irule stabsoffiser
standpunktkarakterene pl_def_m-or-f_final-full_irule standpunktkarakter
stilkarakterene pl_def_m-or-f_final-full_irule stilkarakter
strykekarakterene pl_def_m-or-f_final-full_irule strykekarakter
strykkarakterene pl_def_m-or-f_final-full_irule strykkarakter
ståkarakterene pl_def_m-or-f_final-full_irule ståkarakter
surinamerene pl_def_m-or-f_final-full_irule surinamer
svarteperene pl_def_m-or-f_final-full_irule svarteper
tigerene pl_def_m-or-f_final-full_irule tiger
transferene pl_def_m-or-f_final-full_irule transfer
underoffiserene pl_def_m-or-f_final-full_irule underoffiser
utløperene pl_def_m-or-f_final-full_irule utløper
vekselerene pl_def_m-or-f_final-full_irule vekseler
velferdsoffiserene pl_def_m-or-f_final-full_irule velferdsoffiser
viktigperene pl_def_m-or-f_final-full_irule viktigper
peerene pl_def_m-or-f_final-full_irule peer
alsikekløverene pl_def_m-or-f_final-full_irule alsikekløver
denierene pl_def_m-or-f_final-full_irule denier
fillerene pl_def_m-or-f_final-full_irule filler
firkløverene pl_def_m-or-f_final-full_irule firkløver
hjerterene pl_def_m-or-f_final-full_irule hjerter
hvitkløverene pl_def_m-or-f_final-full_irule hvitkløver
klinkerene pl_def_m-or-f_final-full_irule klinker
kløverene pl_def_m-or-f_final-full_irule kløver
kvitkløverene pl_def_m-or-f_final-full_irule kvitkløver
raudkløverene pl_def_m-or-f_final-full_irule raudkløver
rødkløverene pl_def_m-or-f_final-full_irule rødkløver
trekløverene pl_def_m-or-f_final-full_irule trekløver
weberene pl_def_m-or-f_final-full_irule weber

;; overlap

morterne pl_def_m-or-f_final-full_irule morter
tigerne pl_def_m-or-f_final-full_irule tiger
utløperne pl_def_m-or-f_final-full_irule utløper
alsikekløverne pl_def_m-or-f_final-full_irule alsikekløver
firkløverne pl_def_m-or-f_final-full_irule firkløver
hjerterne pl_def_m-or-f_final-full_irule hjerter
hvitkløverne pl_def_m-or-f_final-full_irule hvitkløver
klinkerne pl_def_m-or-f_final-full_irule klinker
kløverne pl_def_m-or-f_final-full_irule kløver
kvitkløverne pl_def_m-or-f_final-full_irule kvitkløver
raudkløverne pl_def_m-or-f_final-full_irule raudkløver
rødkløverne pl_def_m-or-f_final-full_irule rødkløver
trekløverne pl_def_m-or-f_final-full_irule trekløver



aksjeandelene pl_def_m-or-f_final-full_irule aksjeandel
andelene pl_def_m-or-f_final-full_irule andel
armaturdelene pl_def_m-or-f_final-full_irule armaturdel
attendelene pl_def_m-or-f_final-full_irule attendel
bakdelene pl_def_m-or-f_final-full_irule bakdel
bakfjelene pl_def_m-or-f_final-full_irule bakfjel
bakstefjelene pl_def_m-or-f_final-full_irule bakstefjel
banehalvdelene pl_def_m-or-f_final-full_irule banehalvdel
bestanddelene pl_def_m-or-f_final-full_irule bestanddel
billiondelene pl_def_m-or-f_final-full_irule billiondel
bopelene pl_def_m-or-f_final-full_irule bopel
bryggekjelene pl_def_m-or-f_final-full_irule bryggekjel
brøkdelene pl_def_m-or-f_final-full_irule brøkdel
bydelene pl_def_m-or-f_final-full_irule bydel
bygningsdelene pl_def_m-or-f_final-full_irule bygningsdel
dampkjelene pl_def_m-or-f_final-full_irule dampkjel
delene pl_def_m-or-f_final-full_irule del
egenandelene pl_def_m-or-f_final-full_irule egenandel
eiendelene pl_def_m-or-f_final-full_irule eiendel
eierandelene pl_def_m-or-f_final-full_irule eierandel
eigenandelene pl_def_m-or-f_final-full_irule eigenandel
eldsjelene pl_def_m-or-f_final-full_irule eldsjel
ellevedelene pl_def_m-or-f_final-full_irule ellevedel
ellevtedelene pl_def_m-or-f_final-full_irule ellevtedel
femtedelene pl_def_m-or-f_final-full_irule femtedel
femtendelene pl_def_m-or-f_final-full_irule femtendel
femtidelene pl_def_m-or-f_final-full_irule femtidel
firedelene pl_def_m-or-f_final-full_irule firedel
fjelene pl_def_m-or-f_final-full_irule fjel
fjerdedelene pl_def_m-or-f_final-full_irule fjerdedel
fjordselene pl_def_m-or-f_final-full_irule fjordsel
fjortendelene pl_def_m-or-f_final-full_irule fjortendel
fordelene pl_def_m-or-f_final-full_irule fordel
framdelene pl_def_m-or-f_final-full_irule framdel
fremdelene pl_def_m-or-f_final-full_irule fremdel
førtidelene pl_def_m-or-f_final-full_irule førtidel
gråselene pl_def_m-or-f_final-full_irule gråsel
grønlandsselene pl_def_m-or-f_final-full_irule grønlandssel
halvdelene pl_def_m-or-f_final-full_irule halvdel
horngjelene pl_def_m-or-f_final-full_irule horngjel
hundredelene pl_def_m-or-f_final-full_irule hundredel
ildsjelene pl_def_m-or-f_final-full_irule ildsjel
juvelene pl_def_m-or-f_final-full_irule juvel
kaffekjelene pl_def_m-or-f_final-full_irule kaffekjel
kamelene pl_def_m-or-f_final-full_irule kamel
kautelene pl_def_m-or-f_final-full_irule kautel
kennelene pl_def_m-or-f_final-full_irule kennel
kjelene pl_def_m-or-f_final-full_irule kjel
kjønnsdelene pl_def_m-or-f_final-full_irule kjønnsdel
kobberkjelene pl_def_m-or-f_final-full_irule kobberkjel
kopparkjelene pl_def_m-or-f_final-full_irule kopparkjel
kopperkjelene pl_def_m-or-f_final-full_irule kopperkjel
kordelene pl_def_m-or-f_final-full_irule kordel
krelene pl_def_m-or-f_final-full_irule krel
kremmersjelene pl_def_m-or-f_final-full_irule kremmersjel
kronjuvelene pl_def_m-or-f_final-full_irule kronjuvel
landsdelene pl_def_m-or-f_final-full_irule landsdel
legemsdelene pl_def_m-or-f_final-full_irule legemsdel
maskindelene pl_def_m-or-f_final-full_irule maskindel
melene pl_def_m-or-f_final-full_irule mel
menneskesjelene pl_def_m-or-f_final-full_irule menneskesjel
milliarddelene pl_def_m-or-f_final-full_irule milliarddel
milliondelene pl_def_m-or-f_final-full_irule milliondel
minstrelene pl_def_m-or-f_final-full_irule minstrel
nederdelene pl_def_m-or-f_final-full_irule nederdel
nidelene pl_def_m-or-f_final-full_irule nidel
niendedelene pl_def_m-or-f_final-full_irule niendedel
nittendelene pl_def_m-or-f_final-full_irule nittendel
nittidelene pl_def_m-or-f_final-full_irule nittidel
oterfjelene pl_def_m-or-f_final-full_irule oterfjel
overdelene pl_def_m-or-f_final-full_irule overdel
pelene pl_def_m-or-f_final-full_irule pel
predikatsdelene pl_def_m-or-f_final-full_irule predikatsdel
prosentdelene pl_def_m-or-f_final-full_irule prosentdel
reelene pl_def_m-or-f_final-full_irule reel
