,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995
standard,1,9.0,8.0,,1.0,2.0,2.0,6.0,6.0,5.0
standpunkt,1,,,,,2.0,2.0,1.0,,
star,1,,,,2.0,2.0,,,3.0,5.0
startet,1,,2.0,4.0,5.0,7.0,10.0,9.0,12.0,12.0
stater,1,1.0,1.0,1.0,,,,,,
stats,1,,,,,,,,,
statsministeren,1,5.0,4.0,,,3.0,3.0,,,1.0
statsråd,1,,,,,2.0,1.0,1.0,1.0,
statsvidenskap,1,1.0,1.0,2.0,1.0,,8.0,9.0,5.0,
statsvitehskap,1,,,,,,,,,
ste-,1,1.0,,,,,,,,
stedet,4,4.0,5.0,7.0,13.0,28.0,40.0,39.0,40.0,26.0
stedsangivelser,1,1.0,,,,,,,,
stein-,1,1.0,1.0,,,,,,,
steller,1,,4.0,6.0,3.0,,2.0,1.0,1.0,
stelt,1,1.0,,,,1.0,2.0,3.0,2.0,
stemmen,1,1.0,1.0,,,,,,,
stemmende,1,1.0,,,,,,,,
stemmer,2,2.0,1.0,2.0,1.0,,,,,3.0
stemningen,1,1.0,1.0,1.0,1.0,1.0,,,,
stempler,1,,2.0,2.0,,,,,1.0,1.0
stemples,1,1.0,,,,,,,,
stemte,1,1.0,,,,,,,,
stenger,1,,,,,,,,,
stensliteknikk,1,1.0,,,,,,,,
steril,1,1.0,1.0,,,,,,,
sterk,1,3.0,4.0,4.0,5.0,5.0,5.0,10.0,17.0,16.0
sterke,1,8.0,9.0,2.0,1.0,5.0,7.0,7.0,9.0,7.0
sterkere,1,,1.0,2.0,2.0,2.0,4.0,8.0,8.0,10.0
sterkeste,1,,2.0,2.0,1.0,2.0,2.0,6.0,5.0,4.0
sterkt,7,11.0,16.0,15.0,17.0,24.0,29.0,19.0,11.0,17.0
stert,1,1.0,1.0,,,,,,,
stikk,1,1.0,1.0,,,,4.0,6.0,3.0,
stikkordene,1,,,,,1.0,1.0,,,
stil,1,2.0,12.0,14.0,4.0,5.0,5.0,6.0,9.0,6.0
stil-,1,1.0,,,,,,1.0,1.0,
still,2,,,1.0,1.0,,,,,
stiller,4,4.0,5.0,6.0,6.0,13.0,15.0,26.0,26.0,21.0
stilling,10,12.0,6.0,6.0,7.0,16.0,13.0,59.0,55.0,18.0
stillinger,1,1.0,,,2.0,5.0,4.0,19.0,14.0,7.0
stimulerendc,1,,,,,,,,,
stipend,1,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0
stivere,1,1.0,,,,,,,,
stjålet,1,1.0,,,,,,,,
sto,1,2.0,3.0,1.0,1.0,8.0,8.0,9.0,18.0,14.0
stod,1,1.0,,1.0,1.0,,,2.0,1.0,
stoff,3,5.0,6.0,7.0,12.0,11.0,9.0,8.0,18.0,19.0
stoffet,2,4.0,6.0,4.0,3.0,5.0,9.0,6.0,6.0,6.0
stofflig,1,,,,,,,,,
stoppe,1,,,,,1.0,4.0,2.0,3.0,3.0
stor,6,14.0,18.0,11.0,19.0,45.0,54.0,65.0,58.0,47.0
store,15,9.0,12.0,24.0,27.0,43.0,43.0,59.0,60.0,55.0
storindu-,1,1.0,,,,,,,,
storo,1,,,,,,,,,
stort,7,6.0,9.0,7.0,7.0,16.0,16.0,20.0,26.0,22.0
stortingsmedarbeider,2,2.0,2.0,,,,,,,
stortromma,1,1.0,,,,,,,,
storverk,1,1.0,,,,,,,,
straffesak,1,,,,,,,,,
straks,3,3.0,1.0,,,1.0,1.0,1.0,1.0,
strasjon,1,,,,,,,,,
streiftog,1,,,,,,,,,
strenge,2,2.0,,,1.0,1.0,1.0,3.0,2.0,2.0
strengeste,1,,,,,,,,,
strålende,1,,,,,,,,,1.0
stu-,1,,,,,,1.0,1.0,,
stubb,2,,,,,,,,,
stud,1,1.0,,1.0,1.0,,,,,1.0
student,1,10.0,10.0,1.0,3.0,2.0,1.0,1.0,2.0,9.0
studentene,1,1.0,,2.0,2.0,2.0,5.0,4.0,3.0,6.0
studenterliv,1,1.0,,,,,,,,
studere,18,36.0,36.0,21.0,19.0,25.0,34.0,37.0,57.0,77.0
studerende,3,2.0,,,,,,,,
studerer,12,14.0,18.0,12.0,15.0,17.0,17.0,33.0,51.0,71.0
studert,5,10.0,14.0,18.0,28.0,25.0,13.0,30.0,37.0,32.0
studerte,17,37.0,34.0,35.0,38.0,42.0,47.0,54.0,52.0,58.0
studier,2,7.0,8.0,6.0,6.0,5.0,13.0,18.0,21.0,39.0
studies,1,1.0,,,,,,,,
studiesirkel,1,,,,,,,,,
stund,1,2.0,1.0,,1.0,6.0,9.0,3.0,1.0,
stusentdlaset,1,1.0,,,,,,,,
stygger,1,,,,,,,,,
stykke,28,28.0,27.0,23.0,25.0,50.0,84.0,116.0,91.0,75.0
stykker,1,,,,,,,2.0,3.0,1.0
stykket,1,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0
styringsmål,1,,,,,,,,,
styrke,2,1.0,3.0,3.0,2.0,2.0,3.0,3.0,11.0,14.0
styrt,1,,,,,1.0,2.0,4.0,5.0,3.0
ståelser,1,1.0,,,,,,,,
stående,1,2.0,1.0,2.0,3.0,2.0,,,,
står,8,10.0,14.0,10.0,15.0,34.0,44.0,52.0,52.0,42.0
større,4,7.0,11.0,16.0,15.0,24.0,25.0,27.0,30.0,36.0
størst,2,,,,,,,,1.0,3.0
største,2,,2.0,2.0,2.0,4.0,7.0,23.0,24.0,28.0
støtte,1,3.0,2.0,4.0,12.0,16.0,5.0,11.0,9.0,13.0
subjektiv,1,,1.0,5.0,8.0,13.0,9.0,18.0,24.0,23.0
sund,1,1.0,1.0,,,,,,,
sunn,2,1.0,,,1.0,1.0,2.0,4.0,6.0,7.0
sunnhetspleie,1,1.0,,,,,,,,
suveren,2,1.0,,,,,,1.0,1.0,
svakhet,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,
svare,1,1.0,1.0,1.0,,1.0,1.0,3.0,2.0,4.0
svarlig,1,,,,,1.0,1.0,,,
svarte,2,,,,2.0,4.0,4.0,5.0,,1.0
svensk,1,9.0,15.0,8.0,9.0,10.0,18.0,20.0,19.0,14.0
svenske,3,3.0,2.0,4.0,4.0,3.0,3.0,6.0,6.0,4.0
svensken,1,1.0,,,1.0,1.0,,,,
svenskene,1,,,,,,1.0,1.0,,
svermer,1,,,,,,,,,
svevende,1,1.0,,,,,2.0,2.0,1.0,1.0
svindel,1,2.0,1.0,,1.0,1.0,,,,
svær,1,,,,,,,,,
svære,1,,,,,,1.0,1.0,,
svært,1,5.0,6.0,3.0,10.0,22.0,35.0,45.0,55.0,57.0
sykepleie,1,1.0,,,3.0,3.0,3.0,4.0,3.0,6.0
syn,5,4.0,8.0,10.0,15.0,21.0,29.0,33.0,20.0,18.0
synes,11,8.0,8.0,14.0,28.0,46.0,59.0,85.0,86.0,60.0
synke,1,,,,,,1.0,1.0,,
sysJet,1,1.0,,,,,,,,
sysla,1,,,,,1.0,1.0,,,2.0
sysler,3,2.0,2.0,2.0,1.0,,2.0,3.0,2.0,1.0
syslet,8,14.0,18.0,24.0,17.0,9.0,,1.0,1.0,
system,1,,,,,,1.0,4.0,4.0,4.0
syv,1,1.0,2.0,1.0,,,3.0,2.0,1.0,
så,40,53.0,81.0,89.0,117.0,179.0,181.0,233.0,218.0,192.0
sådan,1,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
såkalte,1,2.0,3.0,11.0,15.0,17.0,14.0,28.0,28.0,13.0
såleis,1,1.0,,,,1.0,1.0,,,1.0
sånn,1,,,,2.0,3.0,2.0,5.0,11.0,6.0
sår,1,,,,1.0,1.0,1.0,1.0,2.0,1.0
såvel,1,,6.0,8.0,6.0,4.0,4.0,6.0,4.0,
såvidt,1,1.0,1.0,1.0,,2.0,2.0,,1.0,2.0
særdeles,3,2.0,2.0,,,,8.0,6.0,4.0,6.0
særlig,11,16.0,16.0,18.0,17.0,27.0,43.0,65.0,56.0,46.0
særlige,2,3.0,4.0,1.0,,,1.0,,,
særordning,2,2.0,,,,,,,,
særpreget,6,1.0,1.0,,,,,,11.0,12.0
søke,1,,,1.0,1.0,3.0,5.0,9.0,7.0,5.0
søker,2,2.0,3.0,5.0,7.0,11.0,14.0,16.0,19.0,15.0
søkes,5,3.0,,1.0,3.0,2.0,,1.0,1.0,
søknad,3,3.0,2.0,4.0,10.0,8.0,6.0,1.0,1.0,3.0
søksmåi,1,,,,,,,,,
søkte,1,,,,,1.0,1.0,5.0,7.0,5.0
sømmelig,1,1.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0
sømmelighet,1,1.0,1.0,,,,,,,
søndag,2,2.0,1.0,1.0,,,1.0,3.0,6.0,3.0
sønn,1,,,,,,1.0,1.0,1.0,2.0
sør-statproblemer,1,1.0,,,,,,,,
søsteren,1,1.0,,,,,,,,1.0
t,11,14.0,11.0,6.0,9.0,14.0,20.0,20.0,33.0,55.0
tSttt,1,,,,,,,,,
ta,4,8.0,13.0,15.0,15.0,29.0,41.0,45.0,39.0,45.0
taket,1,,,,,,1.0,,,
takk,1,,,,3.0,7.0,9.0,7.0,6.0,10.0
takket,1,,1.0,1.0,1.0,2.0,4.0,5.0,6.0,6.0
taktik,1,,,,,,,,,
taktikk,2,,,,1.0,1.0,1.0,1.0,,
taktlause,1,,,,,,,,,
tale,1,7.0,10.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0
taleform,2,2.0,,,,,,,,
talen,1,1.0,1.0,,,,,,,
talende,1,,,,1.0,1.0,,,,
talent,1,2.0,3.0,3.0,2.0,2.0,2.0,6.0,6.0,2.0
taler,2,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0
talt,1,1.0,2.0,2.0,5.0,8.0,4.0,7.0,8.0,6.0
talte,2,6.0,9.0,7.0,2.0,2.0,,,,
tanen,1,1.0,,,,,,,,
tanken,1,1.0,,2.0,4.0,5.0,5.0,4.0,2.0,3.0
taper,1,,,,,1.0,1.0,1.0,,
tar,13,8.0,12.0,22.0,30.0,33.0,30.0,71.0,69.0,57.0
tarvelig,1,1.0,6.0,7.0,2.0,9.0,4.0,4.0,9.0,8.0
tarvelige,1,,,,1.0,1.0,,,2.0,4.0
tarveligste,5,3.0,3.0,,,,,,,
tater,1,,,,,,,,,
tatt,6,12.0,14.0,12.0,17.0,22.0,29.0,27.0,31.0,39.0
tclsesarb,1,1.0,,,,,,,,
tdil,1,1.0,,,,,,,,
teams,1,,,,,,,,,
teater,19,27.0,29.0,7.0,7.0,8.0,19.0,29.0,32.0,23.0
teaterarbeid,1,4.0,3.0,,,,1.0,1.0,2.0,3.0
teaterhistorie,1,1.0,,,,,,,,
teaterkritikk,1,2.0,1.0,1.0,,,,,,
teaterliv,1,,,,,,,,,
teatersjef,1,1.0,,,,,,1.0,1.0,1.0
teft,3,3.0,3.0,3.0,3.0,3.0,,2.0,8.0,8.0
tegn,1,5.0,4.0,,,,1.0,3.0,5.0,5.0
tegnekunst,2,2.0,1.0,1.0,,,,,,
tegning,4,1.0,3.0,5.0,3.0,3.0,4.0,6.0,7.0,4.0
teiknar,1,1.0,,,,,,,,
tej,1,1.0,1.0,,,,,,,
tekniker,1,,,,,,,,,
teknikk,1,7.0,15.0,11.0,9.0,12.0,26.0,27.0,16.0,9.0
teknisk,2,2.0,5.0,13.0,41.0,65.0,62.0,45.0,24.0,8.0
telefon,1,,,,,,2.0,4.0,6.0,2.0
televisjon,1,1.0,,,,,,,,
teller,1,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0
temmelig,2,2.0,,,1.0,,3.0,6.0,4.0,3.0
temperamentsfull,1,,,,,,,,,
tendens,1,1.0,2.0,3.0,2.0,5.0,9.0,11.0,7.0,1.0
tendenser,2,6.0,4.0,,1.0,2.0,1.0,3.0,4.0,2.0
tendensiøs,3,3.0,4.0,8.0,8.0,4.0,17.0,35.0,36.0,33.0
tendensiøse,1,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,6.0
tendensiøst,2,2.0,,,,1.0,1.0,,,1.0
tendenskunst,1,1.0,,,,,,,,
tenkende,1,,,,,,,,2.0,1.0
tenker,4,5.0,2.0,1.0,2.0,6.0,15.0,23.0,19.0,12.0
tenkesett,1,1.0,,,,,,,,
tenkning,1,1.0,,,,1.0,1.0,,,2.0
tenkt,2,2.0,1.0,1.0,3.0,5.0,10.0,9.0,9.0,6.0
tenkte,1,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0
tennene,1,1.0,,,,,,,,1.0
teoretisk,4,18.0,43.0,38.0,3.0,3.0,16.0,11.0,8.0,9.0
teresse,2,,,,,2.0,1.0,1.0,,
tetet,1,1.0,,,,,,,,
teting,1,1.0,,,,,,,,
teve,1,,,,,,,,,
tibetanere,1,1.0,,,,,,,,
ticl,1,1.0,,,,,,,,
tid,22,31.0,34.0,29.0,27.0,33.0,46.0,61.0,61.0,49.0
tiden,6,9.0,14.0,11.0,5.0,8.0,18.0,35.0,41.0,39.0
tidens,2,5.0,4.0,3.0,2.0,4.0,2.0,17.0,18.0,5.0
tiders,1,,,,,,,,,
tidlig,5,5.0,2.0,3.0,3.0,3.0,4.0,9.0,10.0,2.0
tidligere,4,10.0,29.0,28.0,13.0,17.0,24.0,36.0,78.0,93.0
tids,1,1.0,3.0,3.0,2.0,5.0,7.0,11.0,12.0,6.0
tidsaktuelt,1,1.0,1.0,,,,1.0,1.0,,
tidsalder,2,,,,,,1.0,2.0,2.0,
tidskontakten,1,,,,,,,,,
tidsnok,1,1.0,,,,,,,,
tidspunkt,1,,,,,,12.0,12.0,12.0,2.0
tidsskrift,2,1.0,,,1.0,2.0,1.0,,1.0,1.0
tidsskriftet,1,,,,,1.0,2.0,4.0,5.0,3.0
tidsstudier,1,1.0,,,,,,,,
tie,2,,,,,,,1.0,1.0,
tieter,1,,,,,,,,,
tii,1,1.0,1.0,,1.0,3.0,5.0,5.0,4.0,2.0
tiiin,1,1.0,,,,,,,,
tiil,1,,,,,,,,,
til,217,316.0,362.0,381.0,533.0,917.0,1058.0,1607.0,1610.0,1505.0
til-,1,1.0,,1.0,1.0,,,,,
tilbake,2,6.0,24.0,22.0,11.0,16.0,17.0,30.0,28.0,21.0
tilbakefall,1,1.0,,,,,,,,
tilbud,1,,,,1.0,1.0,2.0,5.0,5.0,6.0
tilbudt,1,,,,1.0,,,,,
tildelt,7,40.0,39.0,27.0,14.0,11.0,12.0,28.0,33.0,30.0
tilfelle,12,8.0,5.0,6.0,10.0,11.0,10.0,5.0,6.0,4.0
tilfeller,3,3.0,,2.0,2.0,3.0,3.0,8.0,10.0,9.0
tilfellet,1,,,,,6.0,5.0,6.0,4.0,
tilført,1,,,,,,,,,1.0
tilføyer,1,1.0,,,,,,,,
tilhorte,1,,,,,,,,,
tilintetgjøre,1,,,,,,,,,
tillate,1,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,
tillater,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
tillegge,1,,,,1.0,1.0,1.0,2.0,3.0,1.0
tilliten,1,,,1.0,2.0,1.0,1.0,3.0,5.0,6.0
tillitvekkende,1,1.0,,,,,,,,
tillått,1,,,,,,,2.0,2.0,1.0
tilløp,1,,1.0,1.0,4.0,8.0,6.0,7.0,3.0,
tilsammen,2,3.0,3.0,,1.0,1.0,,,,
tilsetting,1,1.0,,,,,5.0,2.0,,
tilsi,1,,,,,,,2.0,3.0,2.0
tilslutning,1,1.0,1.0,,,,,,,
tilstrebe,1,1.0,,,1.0,3.0,1.0,,,2.0
tilstrekkelig,1,1.0,4.0,5.0,3.0,3.0,4.0,7.0,5.0,
tilsvaronde,1,1.0,,,,,,,,
tilsynelatende,1,,,,1.0,1.0,,3.0,2.0,2.0
tiltalende,1,1.0,2.0,1.0,1.0,3.0,3.0,2.0,,
tiltalte,2,2.0,1.0,,,,1.0,1.0,,
tiltatt,1,,,3.0,3.0,,,,,
tiltredelse,1,,,,3.0,6.0,3.0,3.0,2.0,
tiltrekkende,1,,,,,,,,,
time,1,3.0,2.0,,,,1.0,2.0,1.0,
timen,1,1.0,,,,,1.0,1.0,,
timer,2,6.0,5.0,3.0,5.0,3.0,,2.0,2.0,
times,1,1.0,,,,,,,,
timetabellen,1,1.0,,,,,,,,
tinde,1,,,,,,,,,
ting,5,5.0,11.0,21.0,21.0,18.0,21.0,35.0,37.0,23.0
tingene,1,,,1.0,1.0,8.0,8.0,1.0,,1.0
tinner,1,1.0,,,,,,,,
tirsdag,1,1.0,1.0,,1.0,2.0,2.0,3.0,4.0,7.0
tisk,1,2.0,1.0,,2.0,5.0,13.0,7.0,11.0,9.0
tiske,1,,,,1.0,3.0,1.0,1.0,2.0,2.0
titelen,1,,1.0,1.0,,,,,,
titusener,1,,,,,,,,,
tjene,1,2.0,4.0,4.0,2.0,2.0,2.0,11.0,12.0,9.0
tjener,1,3.0,4.0,6.0,6.0,9.0,5.0,9.0,10.0,5.0
tjeneste,1,2.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,2.0
tjent,1,2.0,2.0,2.0,4.0,7.0,8.0,14.0,14.0,15.0
tjuvstartet,1,1.0,,,,,,,,
tlig,1,1.0,1.0,,,,,,,
tllsikter,1,1.0,,,,,,,,
tmtagelig,1,1.0,,,,,,,,
to,7,15.0,19.0,23.0,30.0,36.0,52.0,79.0,78.0,74.0
tok,13,22.0,42.0,31.0,18.0,14.0,16.0,29.0,32.0,25.0
tollekniv,1,,,,,,,,,
tomtepolitikk,2,,,,,,,,,
tonen,1,1.0,,,1.0,1.0,2.0,3.0,2.0,
topp,1,1.0,1.0,,,1.0,4.0,10.0,7.0,4.0
topp-punktet,1,,,,,,,,,
toppen,1,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0
toppens,1,,,,,,,,,
toppmålet,2,,,,,,,,,
tor,5,10.0,7.0,4.0,6.0,11.0,18.0,15.0,26.0,27.0
torarb,1,1.0,,,,,,,,
torde,1,,,,,,,,,
toreliFFer,1,,,,,,,,,
toreligger,1,,,,,,,,,
torin,1,1.0,1.0,,,,,,,
torlagsvirksombet,1,,,,,,,,,
tortelle,1,,,,,,,,,
totale,1,1.0,1.0,1.0,,,,2.0,4.0,2.0
tpye,1,,,,,,,,,
tr,2,,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0
tradisjonar,1,,,,,,2.0,2.0,,
tradisjonen,2,2.0,2.0,,,2.0,2.0,3.0,1.0,2.0
tradisjonsbundet,1,1.0,1.0,,,,,,,
traff,1,1.0,,,,,1.0,1.0,,
trakk,1,,,,3.0,3.0,2.0,2.0,1.0,1.0
tre,3,7.0,8.0,6.0,10.0,15.0,13.0,24.0,24.0,17.0
tredje,1,1.0,1.0,3.0,4.0,4.0,2.0,5.0,5.0,7.0
treffende,1,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,
treffer,1,1.0,,1.0,2.0,1.0,,2.0,3.0,3.0
trekk,1,2.0,1.0,,3.0,3.0,,2.0,2.0,3.0
trekke,1,2.0,4.0,6.0,3.0,2.0,3.0,3.0,4.0,6.0
trekker,2,1.0,1.0,2.0,2.0,2.0,,,7.0,8.0
trenger,1,4.0,7.0,5.0,7.0,10.0,16.0,30.0,29.0,22.0
trening,1,,3.0,3.0,,1.0,3.0,2.0,1.0,
tri,1,,,,,1.0,1.0,,,
triste,1,,,,,,,1.0,1.0,1.0
trives,1,,,1.0,1.0,1.0,4.0,7.0,6.0,7.0
tro,2,5.0,5.0,7.0,8.0,9.0,9.0,13.0,13.0,9.0
trodd,1,,,,,1.0,2.0,2.0,1.0,1.0
troen,1,,,,,1.0,1.0,2.0,3.0,1.0
trollet,1,1.0,,,,,,,,
tror,8,9.0,9.0,12.0,13.0,22.0,24.0,41.0,43.0,48.0
tross,1,4.0,4.0,2.0,5.0,10.0,12.0,15.0,15.0,13.0
trosset,1,,,,,,,,,
truer,2,,,,,5.0,5.0,5.0,3.0,7.0
trumsllg,1,1.0,,,,,,,,
trygt,1,1.0,,1.0,1.0,1.0,,,,1.0
trykke,1,1.0,,1.0,1.0,4.0,4.0,2.0,4.0,4.0
trykksværte,1,1.0,,,,,,,,
trykt,1,,,,,,3.0,2.0,,
tråer,1,,,,,,,,,
tråkker,1,1.0,,,,,,1.0,2.0,1.0
trønder,1,,,,,,1.0,1.0,1.0,
tsjekkeme,1,,,,,,,,,
tsjekkisk,1,,,,,,,4.0,4.0,1.0
tukthusfange,1,,,,,,,,,
tungtveiende,1,1.0,,,,,,,,
tunksjonserer,1,,,,,,,,,
tur,1,2.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0
tusen,2,1.0,1.0,1.0,,,,1.0,1.0,
tuvederheftig,1,,,,,,,,,
tven,1,,,,,,,,,
tvers,3,,,,1.0,1.0,4.0,4.0,1.0,
tvilsom,1,3.0,3.0,5.0,17.0,22.0,16.0,15.0,18.0,16.0
tvpoerafi,1,,,,,,,,,
ty,1,1.0,,,2.0,3.0,4.0,2.0,3.0,4.0
tydelig,1,,1.0,2.0,3.0,4.0,3.0,11.0,10.0,5.0
tykke,2,1.0,,,,,,,,
type,1,2.0,3.0,16.0,31.0,91.0,110.0,216.0,228.0,156.0
typisk,6,6.0,6.0,2.0,3.0,5.0,10.0,14.0,15.0,9.0
typografi,2,4.0,6.0,4.0,3.0,2.0,2.0,7.0,4.0,3.0
tysk,1,2.0,4.0,4.0,2.0,2.0,5.0,10.0,11.0,9.0
tyverfomnde,1,1.0,1.0,,,,,,,
tåler,1,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0
tåpeleg,1,,,,,,,,,
tøUD,1,1.0,,,,,,,,
tør,1,,,,1.0,2.0,2.0,11.0,10.0,5.0
tøye,2,,,,,,2.0,2.0,1.0,
u,1,,,3.0,7.0,7.0,5.0,6.0,2.0,4.0
uadskillelige,1,,,,,,,,,
uanfektet,1,,,,,,,,,
uanstendig,8,10.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0
uansvarlge,1,,,,,,,,,
uansvarlig,12,20.0,27.0,23.0,21.0,30.0,20.0,18.0,7.0,4.0
uansvarlige,3,1.0,,,,2.0,1.0,,,
uavhengig,1,2.0,8.0,6.0,19.0,92.0,122.0,208.0,268.0,746.0
udemokratisk,1,1.0,,,,,,,1.0,1.0
udmerket,1,,,,,,,,,
uefterrettelig,1,1.0,,,,1.0,1.0,1.0,,
uetterretteligheter,1,1.0,,,,,1.0,1.0,,
ufine,1,,,,,1.0,1.0,2.0,1.0,
uforsiktige,1,,,,,,,,,
ufyselig,1,,,1.0,1.0,,,1.0,2.0,1.0
ug,1,1.0,2.0,1.0,,1.0,4.0,4.0,4.0,2.0
uhederlig,2,2.0,1.0,,2.0,7.0,14.0,12.0,5.0,1.0
uhel,1,1.0,,,,,,,,
uheldig,1,2.0,3.0,3.0,3.0,11.0,8.0,8.0,11.0,7.0
uhnlate,1,,,,,,,,,
uildet,1,,,,,,,,,
uka,1,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0
ukeblad,1,1.0,,,,4.0,1.0,1.0,1.0,1.0
ukjent,2,2.0,2.0,2.0,6.0,7.0,11.0,7.0,5.0,4.0
ul,1,1.0,,2.0,2.0,3.0,2.0,,1.0,1.0
uldannelse,1,1.0,,,,,,,,
uleselig,3,13.0,18.0,7.0,5.0,4.0,,4.0,5.0,5.0
ulykke,1,,,,,,,4.0,3.0,1.0
ulykkers,1,,,,,,,,,
ulønt,1,,,,,,,,,
umiddelbart,1,,,,,2.0,1.0,1.0,2.0,4.0
umotiverte,1,,,,,,,,,
un,2,2.0,,,,1.0,4.0,3.0,2.0,2.0
unciernolciencie,1,,,,,,,,,
under,15,19.0,21.0,26.0,38.0,73.0,69.0,104.0,96.0,68.0
undergraves,1,,,,,,,,,
underholdende,2,,,3.0,9.0,7.0,6.0,18.0,13.0,9.0
underholdning,1,1.0,,2.0,3.0,6.0,22.0,48.0,179.0,203.0
underlodig,1,1.0,,,,,,,,
underlødig,9,9.0,,,,,,,,
underskrive,1,,,,,,,,,1.0
underslår,1,,,,,,,1.0,,
underslått,1,1.0,,,,,,,,
understreket,2,1.0,1.0,1.0,5.0,8.0,5.0,2.0,2.0,3.0
undersøke,1,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
undersøkt,1,1.0,1.0,1.0,,,,,2.0,1.0
undervise,1,4.0,5.0,7.0,3.0,6.0,9.0,12.0,9.0,4.0
underviser,1,3.0,2.0,3.0,3.0,3.0,3.0,7.0,13.0,17.0
undervisning,15,24.0,27.0,25.0,21.0,34.0,38.0,40.0,35.0,16.0
undervisningen,1,2.0,7.0,8.0,14.0,21.0,7.0,3.0,,1.0
undervisningsleder,1,,,,,,,,,
undervisningssystemer,1,,,,,,,,,
undervisningstermin,1,,,,,,,,,
underviste,1,,1.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0
undervurderer,1,,,,,,,,1.0,3.0
unektelig,2,2.0,,,2.0,2.0,,1.0,,
unfair,1,1.0,1.0,1.0,2.0,3.0,1.0,,,
ung,6,6.0,6.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
ungclom,1,1.0,1.0,,,,,,,
ungdom,2,6.0,12.0,13.0,6.0,13.0,41.0,46.0,29.0,18.0
ungdomsavls,1,1.0,,,,,,,,
ungdomsformidling,1,,,,,,,,,
ungdomsspørsmål,1,,,,,,,,,
unge,1,3.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,13.0
universitet,10,12.0,13.0,13.0,12.0,10.0,10.0,10.0,15.0,18.0
universitetene,1,1.0,,,,,1.0,1.0,1.0,1.0
universiteter,5,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,3.0
universitetet,6,10.0,12.0,9.0,10.0,12.0,20.0,25.0,25.0,24.0
universitetets,1,1.0,2.0,1.0,,1.0,1.0,,,3.0
universitets,1,,,,,,,,,
universitetseksamen,2,1.0,4.0,5.0,5.0,,,,,
universitetsutdannelsc,1,1.0,,,,,,,,
universitetsutdannelse,4,4.0,2.0,3.0,7.0,4.0,,1.0,1.0,
unlegn,1,1.0,,,,,,,,
unngått,1,,,1.0,1.0,1.0,,1.0,2.0,1.0
unntatt,1,,1.0,1.0,1.0,,2.0,3.0,3.0,1.0
uopprettelig,1,,,,,,,,,
upolitiske,1,,,,,,,,,
uprentensiøs,1,1.0,,,,,,,,
upresensiost,1,1.0,,,,,,,,
upretensiøse,1,1.0,,,,,,,,
upåtalt,1,1.0,1.0,,,,2.0,,,
uredde,3,2.0,1.0,1.0,1.0,5.0,11.0,11.0,11.0,11.0
uredelig,2,1.0,3.0,3.0,11.0,19.0,7.0,14.0,18.0,17.0
uredelige,1,,,,,1.0,1.0,1.0,,
urensMg,1,1.0,,,,,,,,
urenslig,6,3.0,1.0,,1.0,1.0,1.0,,,
urenslige,1,,,,,,,,,
uresse,1,1.0,,,,,,,,
urimelig,1,1.0,1.0,,,,,1.0,1.0,
urokkelig,1,,,,,,,,,
urédelig,3,1.0,,,,,,,,
us,1,1.0,,,1.0,1.0,,,,
usannferdig,1,,,,,,,,,
usannferdige,1,,,,,,,1.0,1.0,
usedvanlig,2,1.0,3.0,2.0,3.0,10.0,5.0,3.0,3.0,3.0
usedvanlige,1,1.0,3.0,3.0,,,,,,
usmakelig,2,1.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0
ussel,1,,,,,,,1.0,1.0,1.0
usunn,1,1.0,,,,1.0,1.0,1.0,,
ut,11,14.0,27.0,38.0,62.0,87.0,97.0,134.0,153.0,179.0
utbryter,1,,,,,,,,,
utd,1,1.0,,,,,,6.0,9.0,3.0
utdanne,1,6.0,5.0,1.0,1.0,,2.0,2.0,1.0,3.0
