,lemmet,magen,lårene,lungene,ankelen,fingrene,leppen,knærne,albuen,halsen,hånden,øyenbrynene,nakken,kjønnet,neglen,øynene,brystet,håret,rumpa,hjertet,tærne,øyet,øyenvippene,hjernen,brystene,tommelen,skuldrene,tåa,pannen,kuken,fingeren,kinnet,armen,låret,foten,hodet,leppene,leggene,munnen,tungen,leggen,hendene,nesen,kneet,neglene,grotten,ansiktet,skulderen,tåen,fitta,skjødet
sved,0.0,8.795074758135444e-05,0.0,0.0015943877551020409,0.0007012622720897616,5.9562808982071595e-05,0.0,0.0,0.0,0.00031983368648302884,1.6287706039481398e-05,0.0,0.0,0.0,0.003401360544217687,0.00030038728503534916,0.0,0.0,0.0,5.89066918001885e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.705487827472487e-05,0.0,6.607201850016519e-05,0.0,0.0,0.00010705491917353603,3.322590291391168e-05,0.0,0.0,0.0,8.084074373484237e-05,0.002398081534772182,0.0,0.0,0.0,7.964319847085059e-05,0.0,0.0,0.0,0.0,4.704332690407866e-05,4.73081653893462e-05,0.0,0.0,0.0
5,0.0,0.00013192612137203166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012359411692003462,0.0,0.0003598416696653472,3.705487827472487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trykket,0.0,8.795074758135444e-05,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.00014371945961483184,0.0,3.9979210810378605e-05,9.77262362368884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015179113539769278,0.0,0.0,0.0,0.0,8.296345459824948e-05,8.084074373484237e-05,0.0,7.812906922235533e-05,0.0,0.0,7.964319847085059e-05,0.00024968789013732833,0.0,0.0,0.0,0.00015681108968026219,0.0,0.0,0.0,0.0
seiv,0.0,0.00043975373790677223,0.0,0.00031887755102040814,0.0021037868162692847,0.00023825123592828638,0.0,0.0002874389192296637,0.0,0.00031983368648302884,4.88631181184442e-05,0.0007701193685021178,0.00011622501162250116,0.0,0.0,0.0003432997543261133,0.0,0.000238258331596033,0.0,0.000235626767200754,0.00034106412005457026,0.00036330608537693006,0.003472222222222222,0.000617970584600173,0.002758620689655172,0.0,7.410975654944973e-05,0.0,0.00026428807400066074,0.0,0.0,0.0,0.00016612951456955843,0.0,0.0,0.00018251960011614882,0.0,0.0,0.0003125162768894213,0.00036088054853843375,0.0,0.00013937559732398854,0.0,0.0,0.0,0.0,0.00020385441658434084,0.0001419244961680386,0.0,0.0,0.0
inn,0.0,0.0009674582233948989,0.0,0.00031887755102040814,0.0007012622720897616,0.019298350110191195,0.0,0.0022995113538373095,0.01904340124003543,3.9979210810378605e-05,0.008469607140530327,0.0,0.00046490004649000463,0.0,0.034013605442176874,0.00022529046377651186,5.872335427799636e-05,0.0006849927033385949,0.0007870916961826052,0.0002945334590009425,0.005457025920873124,0.0009082652134423251,0.0,0.000617970584600173,0.0,0.008636200071968334,0.0003705487827472487,0.012461059190031152,0.0007267922035018169,0.0,0.008955676988463874,0.0008564393533882882,0.005548725786623252,0.0005081300813008131,0.007554122524182404,0.012104368025884597,0.0008084074373484236,0.0,0.0005208604614823689,0.012269938650306749,0.0,0.003285281936922587,0.006117353308364545,0.008255563531945441,0.06943765281173594,0.0,0.0035596117357419516,0.001655785788627117,0.02158273381294964,0.0,0.0
kom,0.0,0.0007915567282321899,0.0,0.00031887755102040814,0.0007012622720897616,0.0007147537077848591,0.0,0.0007185972980741593,0.0,0.0005197297405349218,0.000570069711381849,0.0,0.0005811250581125058,0.0,0.0,0.0002896591677126581,0.00011744670855599271,0.00029782291449504127,0.0,0.000353440150801131,0.0,0.0010899182561307902,0.0,0.0003707823507601038,0.0,0.0007196833393306944,0.0002223292696483492,0.0,0.00019821605550049553,0.0,0.0004553734061930783,0.00021410983834707205,0.00039871083496694024,0.0,0.0011976047904191617,0.00024889036379474843,8.084074373484237e-05,0.002398081534772182,0.0004948174384082504,0.00036088054853843375,0.0017574692442882249,0.00015928639694170118,0.0009987515605493133,0.0003589375448671931,0.0,0.0,0.0006586065766571011,0.0002838489923360772,0.0,0.0,0.0
da,0.0,0.012313104661389622,0.003695491500369549,0.0028698979591836736,0.02314165497896213,0.0024420751682649356,0.00995732574679943,0.008335728657660248,0.003985828166519044,0.006676528205333227,0.003909049449475536,0.012321909896033885,0.005113900511390051,0.0,0.0,0.00649051098022808,0.007927652827529509,0.0011615093665306609,0.0019677292404565133,0.0036522148916116872,0.0017053206002728514,0.004359673024523161,0.003472222222222222,0.0004943764676801385,0.002758620689655172,0.0010795250089960418,0.0027050061140549155,0.0,0.007664354146019161,0.0,0.0016697024893746206,0.004603361524462049,0.002325813203973818,0.003048780487804878,0.0021188392445877476,0.004222839839050898,0.0033144704931285366,0.0035971223021582736,0.004427313922600136,0.007939372067845544,0.007029876977152899,0.0034047467346288627,0.0052434456928838954,0.006101938262742283,0.0009779951100244498,0.005390835579514825,0.005112041523576547,0.004352351215819851,0.0,0.0,0.0
hos,0.0,8.795074758135444e-05,0.0,0.00031887755102040814,0.0,0.0,0.0,0.0002874389192296637,0.0,0.00011993763243113581,0.0,0.0,0.0,0.0,0.0,3.2184351968073124e-05,0.0,2.9782291449504125e-05,0.0,5.89066918001885e-05,0.0,0.00018165304268846503,0.0,0.0007415647015202076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007178750897343862,0.0,0.0,1.568110896802622e-05,4.73081653893462e-05,0.0,0.0,0.0
har,0.0,0.0015391380826737027,0.0014781966001478197,0.0015943877551020409,0.0,0.0006551908988027876,0.0,0.0008623167576889911,0.0004428697962798937,0.002718586335105745,0.0007818098898951072,0.0011551790527531767,0.00023245002324500232,0.0,0.006802721088435374,0.0005900464527480073,0.0005872335427799636,0.0019358489442177682,0.0011806375442739079,0.0015904806786050895,0.0006821282401091405,0.0034514078110808354,0.0,0.004202199975281176,0.0,0.0003598416696653472,0.00014821951309889947,0.0,0.0009250082590023125,0.0,0.00015179113539769278,0.0004282196766941441,0.0009635511845034389,0.0005081300813008131,0.0009212344541685859,0.0006968930186252955,0.0008084074373484236,0.0,0.0008073337152976717,0.0007217610970768675,0.0026362038664323375,0.0008959859827970692,0.0012484394506866417,0.0007178750897343862,0.0024449877750611247,0.005390835579514825,0.0006742876856251274,0.0005203898192828082,0.0,0.0,0.0
gjettet,0.0,8.795074758135444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gir,0.0,0.00021987686895338611,0.0,0.0009566326530612245,0.0007012622720897616,5.9562808982071595e-05,0.0,0.0005748778384593274,0.0,3.9979210810378605e-05,3.2575412078962796e-05,0.0,0.0,0.0,0.0,5.364058661345521e-05,0.00017617006283398909,2.9782291449504125e-05,0.0,5.89066918001885e-05,0.0,0.00018165304268846503,0.0,0.0008651588184402422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.322590291391168e-05,0.0,0.0,3.318538183929979e-05,0.0,0.001199040767386091,0.0,0.0,0.0,0.0,0.00024968789013732833,0.0,0.0009779951100244498,0.0,1.568110896802622e-05,9.46163307786924e-05,0.0,0.0,0.0
