,lemmet,magen,lårene,lungene,ankelen,fingrene,leppen,knærne,albuen,halsen,hånden,øyenbrynene,nakken,kjønnet,neglen,øynene,brystet,håret,rumpa,hjertet,tærne,øyet,øyenvippene,hjernen,brystene,tommelen,skuldrene,tåa,pannen,kuken,fingeren,kinnet,armen,låret,foten,hodet,leppene,leggene,munnen,tungen,leggen,hendene,nesen,kneet,neglene,grotten,ansiktet,skulderen,tåen,fitta,skjødet
knugende,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forvirret,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,1.6287706039481398e-05,0.0,0.0,0.0,0.0,4.2912469290764166e-05,0.0,0.0,0.0,0.0,0.0,0.00018165304268846503,0.0,0.0,0.0,0.0,0.0,0.0,0.001850016518004625,0.0,0.0,0.00021410983834707205,0.0,0.0,0.0,9.955614551789936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bøyde,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.00014371945961483184,0.0,0.00015991684324151442,0.0,0.0,0.0,0.0,0.0,2.1456234645382083e-05,0.0,2.9782291449504125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705487827472487e-05,0.0,0.0,0.0,0.0,0.0,6.645180582782336e-05,0.0,0.0,5.807441821877463e-05,8.084074373484237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568110896802622e-05,0.0,0.0,0.0,0.0
hjalp,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010705491917353603,0.0,0.0,0.0,1.6592690919649896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tankefullt,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0001140139422763698,0.0003850596842510589,0.0,0.0,0.0,2.1456234645382083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014535844070036339,0.0,0.00030358227079538557,0.0,0.0,0.0,0.0,4.148172729912474e-05,0.0010509296685529508,0.0,7.812906922235533e-05,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,1.568110896802622e-05,0.0,0.0,0.0,0.0
kjærlig,0.0,0.0,0.0,0.0,0.0,0.0005360652808386444,0.0,0.0,0.0,0.0,0.0001791647664342954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89066918001885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004282196766941441,0.00016612951456955843,0.0,0.0,3.318538183929979e-05,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.00012484394506866417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
automatisk,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.00013030164831585118,0.0,0.00011622501162250116,0.0,0.0,3.2184351968073124e-05,0.0,0.0,0.0,5.89066918001885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607201850016519e-05,0.0,0.0,0.0,9.967770874173506e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964319847085059e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bøyer,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,0.0,1.6287706039481398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036330608537693006,0.0,0.0,0.0,0.0,0.0,0.0,6.607201850016519e-05,0.0,0.0,0.0,3.322590291391168e-05,0.0,0.0,1.6592690919649896e-05,8.084074373484237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gjenvinne,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
livaktige,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iler,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
åpnet,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,7.995842162075721e-05,8.1438530197407e-05,0.0003850596842510589,0.0,0.0,0.0,0.00019310611180843875,5.872335427799636e-05,0.0,0.0007870916961826052,0.0001767200754005655,0.0,0.00036330608537693006,0.0,0.0,0.0,0.0,0.0,0.0,0.00013214403700033037,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.00016168148746968473,0.0,0.0013542371998541592,0.0,0.0,7.964319847085059e-05,0.0,0.0,0.0,0.0020215633423180594,3.136221793605244e-05,0.0,0.0,0.0,0.0
fyker,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,3.2575412078962796e-05,0.0,0.0,0.0,0.0,2.1456234645382083e-05,0.0,0.0001191291657980165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spøkefullt,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stemte,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1456234645382083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overlappet,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blytunge,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
danse,0.0,0.0,0.0,0.0,0.0,0.00029781404491035796,0.0,0.0,0.0,0.0,0.0,0.0011551790527531767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,3.9821599235425295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
endte,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,3.9979210810378605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,5.973239885313794e-05,0.00012484394506866417,0.0,0.0,0.0020215633423180594,0.0,0.0,0.0,0.0,0.0
sånn,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0007185972980741593,0.0,3.9979210810378605e-05,9.77262362368884e-05,0.0,0.0003486750348675035,0.0,0.0,7.509682125883729e-05,5.872335427799636e-05,0.0005360812460910743,0.0007870916961826052,0.000117813383600377,0.00034106412005457026,0.0,0.0,0.0003707823507601038,0.0,0.0,3.705487827472487e-05,0.0,0.00013214403700033037,0.0,0.00015179113539769278,0.00032116475752060807,0.0002990331262252052,0.0,9.212344541685859e-05,0.00018251960011614882,0.00016168148746968473,0.0,0.000234387207667066,0.0007217610970768675,0.0,0.0002588403950302644,0.00012484394506866417,0.0003589375448671931,0.0,0.0,0.0002352166345203933,9.46163307786924e-05,0.0,0.0,0.0
styrer,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000235626767200754,0.0,0.0,0.0,0.0003707823507601038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6592690919649896e-05,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glimtet,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003862122236168775,0.0,5.956458289900825e-05,0.0,0.0,0.0,0.00036330608537693006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015179113539769278,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136221793605244e-05,0.0,0.0,0.0,0.0
forvandlet,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2184351968073124e-05,0.0,0.00014891145724752063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148172729912474e-05,8.084074373484237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jobbe,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89066918001885e-05,0.0,0.0,0.0,0.00012359411692003462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glapp,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1456234645382083e-05,0.0,0.0,0.0,0.0,0.0,0.00018165304268846503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030358227079538557,0.0,0.0,0.0,0.00036849378166743435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sneie,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skiftet,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1456234645382083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012359411692003462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9821599235425295e-05,0.0,0.0,0.0,0.0,4.704332690407866e-05,0.0,0.0,0.0,0.0
svaberget,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peke,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.00014371945961483184,0.0,0.0,1.6287706039481398e-05,0.0,0.0,0.0,0.0,1.0728117322691041e-05,0.0,0.0,0.0,0.0,0.00034106412005457026,0.0,0.0,0.0,0.0,0.0003598416696653472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legge,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.410975654944973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fryser,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000235626767200754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strekker,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.000199896054051893,0.0,0.0,0.0,0.0,0.0,0.0,0.00017617006283398909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016168148746968473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006738544474393531,0.0,0.0,0.007194244604316547,0.0,0.0
sprikte,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,1.6287706039481398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034106412005457026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knust,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.00014371945961483184,0.0,0.0,1.6287706039481398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000235626767200754,0.00034106412005457026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018424689083371717,3.318538183929979e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hamrer,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872335427799636e-05,0.0,0.0,0.0050070688030160225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.322590291391168e-05,0.0,0.0,1.6592690919649896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
centimeter,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024252223120452707,0.0,0.0,0.0,0.0,0.0,0.00012484394506866417,0.0,0.0,0.0,1.568110896802622e-05,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syntes,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,7.995842162075721e-05,0.0,0.0,0.0,0.0,0.0,0.00017164987716305666,0.0,0.0,0.0007870916961826052,0.0,0.0,0.0,0.0,0.00012359411692003462,0.0,0.0,3.705487827472487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.488903637947484e-05,0.0,0.0,7.812906922235533e-05,0.0,0.0,3.9821599235425295e-05,0.0,0.0,0.0,0.0,3.136221793605244e-05,0.0,0.0,0.0,0.0
ufrivillig,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numne,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.084074373484237e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flyttet,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,1.6287706039481398e-05,0.0003850596842510589,0.0,0.0,0.0,0.00011800929054960146,0.0,0.0,0.0,0.0,0.0,0.0005449591280653951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015179113539769278,0.0,0.0,0.0,0.0002763703362505758,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godt,0.0,0.0,0.0,0.0,0.0,0.00029781404491035796,0.0,0.0007185972980741593,0.0,3.9979210810378605e-05,0.0001140139422763698,0.0,0.0,0.0,0.0,0.00031111540235804016,0.0,0.000238258331596033,0.0,0.0,0.0006821282401091405,0.00018165304268846503,0.0,0.0,0.0,0.0003598416696653472,3.705487827472487e-05,0.0,0.0,0.0,0.00015179113539769278,0.00021410983834707205,0.00039871083496694024,0.0,0.00036849378166743435,0.00012444518189737422,8.084074373484237e-05,0.0,0.0003906453461117767,0.00036088054853843375,0.0,0.0009158967824147818,0.0003745318352059925,0.0003589375448671931,0.0,0.0,0.00015681108968026219,0.0,0.0,0.0,0.0
løs,0.0,0.0,0.0,0.0,0.0,0.00035737685389242954,0.0,0.0,0.0,0.0,0.0003094664147501466,0.0,0.0,0.0,0.0,7.509682125883729e-05,0.0,0.0003276052059445454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.410975654944973e-05,0.0,0.0,0.0,0.00030358227079538557,0.00021410983834707205,0.001594843339867761,0.0,0.0005527406725011516,9.955614551789936e-05,8.084074373484237e-05,0.0,0.00010417209229647377,0.0007217610970768675,0.0,0.0003783051927365403,0.0,0.0,0.0,0.0,6.272443587210488e-05,9.46163307786924e-05,0.0,0.0,0.0
tettere,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.00043115837884449555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2184351968073124e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705487827472487e-05,0.0,0.0,0.0,0.0,0.00010705491917353603,0.0002325813203973818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,3.136221793605244e-05,0.0,0.0,0.0,0.0
oppover,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.00014371945961483184,0.0,3.9979210810378605e-05,0.0001954524724737768,0.0,0.0,0.0,0.0,9.655305590421937e-05,0.0,2.9782291449504125e-05,0.0,0.0,0.00034106412005457026,0.0,0.0,0.0,0.0,0.0003598416696653472,0.0001111646348241746,0.0,0.0,0.0,0.00030358227079538557,0.0,0.0,0.0,0.00046061722708429296,8.296345459824948e-05,0.0,0.0,2.6043023074118443e-05,0.0,0.0,0.00039821599235425297,0.00024968789013732833,0.0,0.0009779951100244498,0.0,0.0002822599614244719,0.0,0.0,0.0,0.0
krype,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9782291449504125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
krafser,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
løp,0.0,0.0,0.0,0.0,0.0,0.00029781404491035796,0.0,0.0,0.0,3.9979210810378605e-05,8.1438530197407e-05,0.0,0.0,0.0,0.0,0.0001287374078722925,0.00017617006283398909,2.9782291449504125e-05,0.0,0.0002945334590009425,0.0,0.0,0.0,0.0,0.0,0.0,0.0001111646348241746,0.0,6.607201850016519e-05,0.0,0.00030358227079538557,0.00010705491917353603,0.0,0.0,0.00018424689083371717,4.148172729912474e-05,0.0,0.0,2.6043023074118443e-05,0.0,0.0,5.973239885313794e-05,0.00024968789013732833,0.0,0.0,0.0,4.704332690407866e-05,0.0001892326615573848,0.0,0.0,0.0
trommet,0.0,0.0,0.0,0.0,0.0,0.00029781404491035796,0.0,0.0,0.0,0.0,3.2575412078962796e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
igjennom,0.0,0.0,0.0,0.0,0.0,0.00017868842694621477,0.0,0.0,0.0,7.995842162075721e-05,1.6287706039481398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.705487827472487e-05,0.0,0.0,0.0,0.0,0.0,3.322590291391168e-05,0.0,0.00036849378166743435,8.296345459824948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,5.9562808982071595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.322590291391168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9910799617712648e-05,0.0,0.0007178750897343862,0.0,0.0,3.136221793605244e-05,0.0,0.0,0.0,0.0
bevege,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.00015991684324151442,6.515082415792559e-05,0.0,0.0,0.0,0.0,4.2912469290764166e-05,0.0,2.9782291449504125e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015179113539769278,0.0,3.322590291391168e-05,0.0,0.0,8.296345459824948e-06,0.0005658852061438966,0.0,0.00026043023074118443,0.0,0.0,7.964319847085059e-05,0.0,0.0,0.0,0.0,1.568110896802622e-05,0.0,0.0,0.0,0.0
fortake,0.0,0.0,0.0,0.0,0.0,0.00011912561796414319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.364058661345521e-05,0.00011744670855599271,0.0,0.0,5.89066918001885e-05,0.0,0.0,0.0,0.0003707823507601038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010705491917353603,0.0,0.0,9.212344541685859e-05,0.0,0.0,0.0,2.6043023074118443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73081653893462e-05,0.0,0.0,0.0
